(-0.324885-0.269741j)
(-0.396186-0.0729542j)
(-0.36044+0.130792j)
(-0.228992+0.286946j)
(-0.0398765+0.354601j)
(0.153531+0.31862j)
(0.299134+0.193754j)
(0.361772+0.0181611j)
(0.330757-0.160453j)
(0.219728-0.297862j)
(0.0595584-0.362722j)
(-0.109231-0.342396j)
(-0.245278-0.244491j)
(-0.315795-0.0947537j)
(-0.304281+0.0689896j)
(-0.214583+0.204561j)
(-0.0712783+0.27731j)
(0.0868739+0.270037j)
(0.218257+0.187331j)
(0.290545+0.0533676j)
(0.288348-0.0954044j)
(0.216033-0.221632j)
(0.0938056-0.295762j)
(-0.0469691-0.301891j)
(-0.171826-0.239925j)
(-0.25041-0.125682j)
(-0.26326+0.0116846j)
(-0.207273+0.137018j)
(-0.0972622+0.217656j)
(0.0372236+0.23338j)
(0.160446+0.180941j)
(0.240587+0.0759104j)
(0.258709-0.0529759j)
(0.212384-0.172414j)
(0.11513-0.253268j)
(-0.00761855-0.276877j)
(-0.125724-0.238319j)
(-0.210068-0.147659j)
(-0.23924-0.0276771j)
(-0.20558+0.0911846j)
(-0.117812+0.177617j)
(0.000632405+0.209022j)
(0.118072+0.177602j)
(0.203442+0.0930426j)
(0.235609-0.0211923j)
(0.207985-0.134982j)
(0.129288-0.219709j)
(0.0202224-0.254851j)
(-0.0913224-0.232513j)
(-0.17748-0.158956j)
(-0.216533-0.0526406j)
(-0.197774+0.0589533j)
(-0.126279+0.146507j)
(-0.0211252+0.186605j)
(0.0893936+0.168971j)
(0.175712+0.0994236j)
(0.215738-0.00245929j)
(0.200568-0.109422j)
(0.135726-0.194157j)
(0.0385935-0.236064j)
(-0.0656538-0.225289j)
(-0.150984-0.165086j)
(-0.195084-0.0710466j)
(-0.187407+0.032316j)
(-0.129504+0.117895j)
(-0.0369842+0.163077j)
(0.064944+0.155896j)
(0.14895+0.0993032j)
(0.193008+0.00938177j)
(0.18699-0.0892816j)
(0.133874-0.171027j)
(0.0482838-0.215691j)
(-0.047169-0.212835j)
(-0.128568-0.163722j)
(-0.175129-0.0814025j)
(-0.17489+0.0127306j)
(-0.128183+0.0940847j)
(-0.0477564+0.141198j)
(0.0445495+0.141847j)
(0.123978+0.0965767j)
(0.169832+0.0187304j)
(0.171006-0.070219j)
(0.128723-0.147017j)
(0.0548341-0.192235j)
(-0.0308952-0.195187j)
(-0.106117-0.155976j)
(-0.151948-0.0851271j)
(-0.156906-0.00110818j)
(-0.119664+0.0740377j)
(-0.0504494+0.120416j)
(0.0321806+0.126101j)
(0.105825+0.0901052j)
(0.151498+0.0231159j)
(0.158123-0.0563302j)
(0.125385-0.127553j)
(0.0626154-0.172744j)
(-0.0131853-0.181449j)
(-0.0824795-0.152377j)
(-0.128052-0.0937133j)
(-0.138689-0.0207404j)
(-0.111928+0.047281j)
(-0.0552361+0.092498j)
(0.0156467+0.103249j)
(0.0816341+0.0772475j)
(0.125154+0.0223188j)
(0.135475-0.0460172j)
(0.111129-0.109609j)
(0.0593835-0.15219j)
(-0.00577533-0.163715j)
(-0.0678428-0.142059j)
(-0.111136-0.0933083j)
(-0.124716-0.0303141j)
(-0.105586+0.0306006j)
(-0.0592245+0.0742543j)
(0.00201297+0.0889978j)
(0.061597+0.071584j)
(0.104009+0.0276257j)
(0.118802-0.0303118j)
(0.103237-0.0869478j)
(0.0626447-0.127732j)
(0.00820994-0.143102j)
