(0.0141525-0.0188224j)
(0.00345596-0.0477573j)
(-0.00135989-0.0492357j)
(-0.00643036-0.0482894j)
(-0.0103852-0.0450954j)
(-0.0123186-0.0404079j)
(-0.0117877-0.0354223j)
(-0.00895052-0.0314721j)
(-0.00458494-0.029468j)
(0.00010328-0.0300088j)
(0.00385609-0.0330041j)
(0.00567465-0.0375456j)
(0.0049641-0.0423714j)
(0.00190924-0.0462453j)
(-0.00291824-0.0480527j)
(-0.00816281-0.0472732j)
(-0.0123778-0.0442519j)
(-0.0145087-0.0393325j)
(-0.0140884-0.0334918j)
(-0.0108206-0.0284631j)
(-0.00545839-0.0254342j)
(0.000862911-0.0252666j)
(0.00670958-0.0280293j)
(0.0107881-0.0332361j)
(0.0123292-0.0396981j)
(0.0109213-0.0461099j)
(0.00680627-0.0512684j)
(0.00116052-0.0540083j)
(-0.00476542-0.0540277j)
(-0.00967714-0.0514717j)
(-0.0125292-0.04717j)
(-0.0128365-0.0424512j)
(-0.0107757-0.0384205j)
(-0.00709307-0.0363833j)
(-0.00296819-0.0369614j)
(0.00035051-0.0397557j)
(0.00180784-0.0441046j)
(0.000727589-0.0487959j)
(-0.00265277-0.0525802j)
(-0.0076991-0.0543049j)
(-0.0131939-0.053778j)
(-0.0177804-0.050645j)
(-0.0205675-0.0454613j)
(-0.020627-0.0396891j)
(-0.0177783-0.0346042j)
(-0.0128696-0.0313258j)
(-0.00708157-0.0307756j)
(-0.00174545-0.0330556j)
(0.00199058-0.0377732j)
(0.00315415-0.0437031j)
(0.00119461-0.0495152j)
(-0.00326071-0.0536909j)
(-0.00902417-0.0555727j)
(-0.0149016-0.0544632j)
(-0.0197029-0.0506944j)
(-0.0220505-0.0452905j)
(-0.0213394-0.0394358j)
(-0.0179836-0.0346477j)
(-0.0126939-0.0321719j)
(-0.00671592-0.0325113j)
(-0.00169896-0.0355261j)
(0.00145914-0.0405957j)
(0.00179342-0.0465923j)
(-0.000715648-0.0521922j)
(-0.00542488-0.0558152j)
(-0.011177-0.0569958j)
(-0.0167514-0.0554672j)
(-0.0208523-0.0517276j)
(-0.0223853-0.0467333j)
(-0.021387-0.041705j)
(-0.0182836-0.037915j)
(-0.0138122-0.0362964j)
(-0.00891186-0.0371684j)
(-0.00510081-0.0402982j)
(-0.00346824-0.0450381j)
(-0.00422761-0.0500203j)
(-0.00708298-0.0539641j)
(-0.0113905-0.0561541j)
(-0.0161364-0.0561499j)
(-0.0200813-0.0539531j)
(-0.0225064-0.0504124j)
(-0.0228483-0.0463871j)
(-0.0210755-0.0429293j)
(-0.0179194-0.0410368j)
(-0.0142887-0.0412835j)
(-0.0114157-0.0435054j)
(-0.0101779-0.0471061j)
(-0.0109832-0.0510161j)
(-0.0139728-0.0538993j)
(-0.0184531-0.0551385j)
(-0.0229339-0.0543325j)
(-0.0267079-0.051251j)
(-0.0290121-0.0468715j)
(-0.0289333-0.0419518j)
(-0.0265219-0.0371621j)
(-0.0222881-0.0341221j)
(-0.0173156-0.0334289j)
(-0.0126105-0.0351399j)
(-0.00953878-0.0387851j)
(-0.00850159-0.0434078j)
(-0.0098716-0.0478174j)
(-0.0131446-0.0508326j)
(-0.0176386-0.0517151j)
(-0.021915-0.0502226j)
(-0.0249685-0.0469699j)
(-0.0259847-0.0425361j)
(-0.024526-0.0380935j)
(-0.020983-0.034786j)
(-0.0165353-0.033412j)
(-0.0118752-0.0342373j)
(-0.00812412-0.0375122j)
(-0.00630101-0.042036j)
(-0.00700812-0.046742j)
(-0.00988272-0.0504583j)
(-0.0140366-0.0522529j)
(-0.0183667-0.0515826j)
(-0.0219421-0.048702j)
(-0.0233748-0.044404j)
(-0.022391-0.0397614j)
(-0.0189955-0.0360672j)
(-0.0139228-0.0344095j)
(-0.00819254-0.0354785j)
(-0.00352773-0.039293j)
(-0.000893801-0.0452422j)
(-0.00110483-0.0517533j)
(-0.00424572-0.057691j)
(-0.00970824-0.0619455j)
(-0.0164766-0.0634142j)
(-0.0230491-0.061693j)
(-0.0280491-0.0573467j)
(-0.0306647-0.0514179j)
(-0.0302888-0.0451242j)
(-0.0271959-0.040296j)
(-0.0223056-0.0376502j)
(-0.0170805-0.0377359j)
(-0.0127816-0.0404145j)
(-0.0103726-0.0449222j)
(-0.0105824-0.0499557j)
(-0.0133054-0.0539726j)
(-0.0178904-0.0561177j)
(-0.0228653-0.0560503j)
(-0.0270962-0.0533242j)
(-0.029692-0.0485298j)
(-0.0296897-0.0430808j)
(-0.0270683-0.0384029j)
(-0.0223998-0.0355591j)
(-0.0168628-0.0351864j)
(-0.0117261-0.0375409j)
(-0.00845735-0.0421805j)
(-0.00772346-0.0479209j)
(-0.00988716-0.0533173j)
(-0.0142221-0.0570801j)
(-0.0200219-0.0584678j)
(-0.0256434-0.0569473j)
(-0.0299419-0.0530512j)
(-0.0317494-0.0474594j)
(-0.030839-0.0417449j)
(-0.0273032-0.0371961j)
(-0.0218728-0.0350716j)
(-0.0160114-0.0357451j)
(-0.0113666-0.039082j)
(-0.00897319-0.0443299j)
(-0.0091164-0.0503167j)
(-0.0119786-0.0556411j)
(-0.0170943-0.0589046j)
(-0.0231458-0.0595248j)
(-0.0286499-0.0573859j)
(-0.0325119-0.0530165j)
(-0.0339519-0.0475491j)
(-0.032691-0.0422667j)
(-0.0290806-0.0382429j)
(-0.0241276-0.036363j)
(-0.0192832-0.0372347j)
(-0.0155335-0.04023j)
(-0.013845-0.0445805j)
(-0.0144545-0.0490979j)
(-0.0170838-0.0526643j)
(-0.0210451-0.0543999j)
(-0.0251491-0.0540029j)
(-0.0283365-0.051667j)
(-0.029855-0.0482344j)
(-0.0293121-0.0446109j)
(-0.0269924-0.0420782j)
(-0.0237132-0.0411964j)
(-0.0206005-0.0424259j)
(-0.0184123-0.045317j)
(-0.0181966-0.0489728j)
(-0.0200606-0.0525053j)
(-0.0237829-0.0548556j)
(-0.0284058-0.0550928j)
(-0.0327651-0.0532203j)
(-0.035769-0.0492572j)
(-0.0368142-0.0441059j)
(-0.0351923-0.0389925j)
(-0.0312498-0.0350296j)
(-0.0260545-0.03347j)
(-0.0207167-0.0349079j)
(-0.0166566-0.0388146j)
(-0.0149635-0.0442521j)
(-0.016182-0.0499915j)
(-0.0199548-0.0544599j)
(-0.0255941-0.0565938j)
(-0.0320443-0.0558376j)
(-0.0375014-0.0520236j)
(-0.0404783-0.0460504j)
(-0.0403007-0.0391662j)
(-0.0371488-0.0328439j)
(-0.0313961-0.0285584j)
(-0.0241964-0.027295j)
(-0.0172934-0.0293769j)
(-0.011953-0.034358j)
(-0.00949531-0.0410575j)
(-0.0105703-0.0482103j)
(-0.0144546-0.0539775j)
(-0.0208748-0.0570446j)
(-0.0270893-0.0572933j)
(-0.0324093-0.0543908j)
(-0.0355877-0.0493303j)
(-0.0359943-0.0438966j)
(-0.033622-0.0392284j)
(-0.0295567-0.0363052j)
(-0.0247253-0.0360004j)
(-0.0206034-0.0383791j)
(-0.0182285-0.042575j)
(-0.0184461-0.0471297j)
(-0.02119-0.0508725j)
(-0.0255735-0.0526866j)
(-0.0303119-0.051919j)
(-0.0344396-0.0486761j)
(-0.0362571-0.0435954j)
(-0.0351321-0.0380524j)
(-0.0311812-0.0335553j)
(-0.0253187-0.0311678j)
(-0.0186713-0.0319869j)
(-0.0130118-0.0361119j)
(-0.00961772-0.0427958j)
(-0.0095448-0.0505315j)
(-0.0128948-0.0577488j)
(-0.0192612-0.0627338j)
(-0.027216-0.0644903j)
(-0.0351779-0.0625775j)
(-0.0415468-0.0575708j)
(-0.044974-0.0504491j)
(-0.0449473-0.0429042j)
(-0.041325-0.0365932j)
(-0.0354988-0.032893j)
(-0.0290563-0.032662j)
(-0.0236208-0.0356143j)
(-0.020626-0.0404484j)
(-0.0208272-0.0459807j)
(-0.0238045-0.0507958j)
(-0.0288033-0.0531762j)
(-0.0347599-0.0524471j)
(-0.0396278-0.0487301j)
(-0.0421935-0.0428387j)
(-0.0415012-0.0361886j)
(-0.0375823-0.0310898j)
(-0.0312137-0.0284478j)
(-0.0237084-0.0283936j)
(-0.0169193-0.0318793j)
(-0.0128534-0.0385144j)
(-0.0122062-0.0466222j)
(-0.0153547-0.0541152j)
(-0.0215545-0.0595707j)
(-0.02934-0.0615561j)
(-0.0370535-0.0597934j)
(-0.0433029-0.0547585j)
(-0.0464298-0.0477961j)
(-0.045623-0.0404751j)
(-0.0414597-0.0346771j)
(-0.0352835-0.0317287j)
(-0.0286352-0.0323446j)
(-0.0233779-0.036365j)
(-0.0209208-0.0425958j)
(-0.021895-0.0492273j)
(-0.0262148-0.054693j)
(-0.0327379-0.0572633j)
(-0.0399251-0.0564649j)
(-0.046225-0.0523629j)
(-0.0498287-0.045816j)
(-0.0499272-0.0382273j)
(-0.0465587-0.0315187j)
(-0.0403508-0.0272883j)
(-0.033024-0.0265527j)
(-0.0262891-0.0292838j)
(-0.0217587-0.0348946j)
(-0.0204583-0.041888j)
(-0.0227136-0.0485754j)
(-0.0280852-0.0533404j)
(-0.0350618-0.0550681j)
(-0.0416193-0.0531348j)
(-0.0464357-0.0484786j)
(-0.0483786-0.0420678j)
(-0.0469936-0.0356926j)
(-0.0427247-0.0310404j)
(-0.0367204-0.029275j)
(-0.0308673-0.0309199j)
(-0.0267146-0.0354336j)
(-0.0253084-0.0415577j)
(-0.0273118-0.0476868j)
(-0.032229-0.0521542j)
(-0.0390229-0.0536283j)
(-0.0459312-0.051484j)
(-0.0511923-0.0461295j)
(-0.0531152-0.0388821j)
(-0.0514657-0.0313873j)
(-0.0466095-0.0253544j)
(-0.039538-0.0223561j)
(-0.0317569-0.0232786j)
(-0.0253075-0.0277745j)
(-0.0219421-0.0348776j)
(-0.0224666-0.0427576j)
(-0.0267201-0.0494915j)
(-0.0337678-0.0533623j)
(-0.0418203-0.0534082j)
(-0.0489984-0.0495348j)
(-0.0536789-0.0425438j)
(-0.0546446-0.0342248j)
(-0.0514134-0.0265137j)
(-0.0449063-0.0212633j)
(-0.0368004-0.0198732j)
(-0.0290719-0.0224783j)
(-0.023806-0.0283041j)
(-0.0222243-0.0360349j)
(-0.0245572-0.0436467j)
(-0.0304219-0.0491805j)
(-0.0383367-0.0510845j)
(-0.0462317-0.0488901j)
(-0.052106-0.0432404j)
(-0.0545242-0.0353829j)
(-0.0529459-0.0269351j)
(-0.0476226-0.0202881j)
(-0.0398036-0.0171684j)
(-0.0314793-0.0182459j)
(-0.0248381-0.0231675j)
(-0.0214433-0.0308174j)
(-0.0222529-0.0389282j)
(-0.0270414-0.0455742j)
(-0.0345732-0.0491469j)
(-0.0429684-0.0485139j)
(-0.0503514-0.043845j)
(-0.0546055-0.0360442j)
(-0.0544786-0.0271381j)
(-0.050106-0.0192143j)
(-0.0424953-0.0142457j)
(-0.0334256-0.013534j)
(-0.0249046-0.017262j)
(-0.0191855-0.0246767j)
(-0.0177201-0.0339094j)
(-0.0207751-0.0429259j)
(-0.0275649-0.0493247j)
(-0.0364144-0.0518253j)
(-0.0455504-0.0499072j)
(-0.05252-0.0442182j)
(-0.0557411-0.036134j)
(-0.0547215-0.0277746j)
(-0.0501564-0.0213352j)
(-0.0431909-0.018304j)
(-0.0359597-0.0193438j)
(-0.0305558-0.0240326j)
(-0.0285864-0.0308534j)
(-0.0308503-0.0379701j)
(-0.0367545-0.0431308j)
(-0.044917-0.0446398j)
(-0.0533853-0.0415657j)
(-0.0597982-0.0344177j)
(-0.0622821-0.0248051j)
(-0.0599808-0.0147428j)
(-0.053227-0.00647651j)
(-0.0432887-0.00208178j)
(-0.0322213-0.00267336j)
(-0.0226837-0.00828774j)
(-0.016946-0.017586j)
(-0.0162414-0.0283755j)
(-0.0206156-0.0382746j)
(-0.0290403-0.0448448j)
(-0.039683-0.0463756j)
(-0.0497955-0.0427217j)
(-0.0567332-0.0348932j)
(-0.0589301-0.0246915j)
(-0.0559247-0.0144718j)
(-0.0483726-0.00692612j)
(-0.0381107-0.00419611j)
(-0.0276-0.00686386j)
(-0.0193671-0.0141128j)
(-0.0156515-0.0244845j)
(-0.017585-0.0355952j)
(-0.0246316-0.0446171j)
(-0.0349109-0.0495822j)
(-0.0463465-0.0493388j)
(-0.0562784-0.0435483j)
(-0.0623908-0.0339828j)
(-0.063464-0.0228905j)
(-0.0592623-0.0128309j)
(-0.0508596-0.0060581j)
(-0.0404743-0.00409372j)
(-0.0309975-0.0072723j)
(-0.024352-0.0146355j)
(-0.0220493-0.0242066j)
(-0.0246656-0.0334998j)
(-0.0313972-0.0401109j)
(-0.0403801-0.0425435j)
(-0.0492446-0.0402591j)
(-0.0557974-0.0340791j)
(-0.0585594-0.0257334j)
(-0.0567656-0.0173282j)
(-0.0509609-0.0111033j)
(-0.0429089-0.00869544j)
(-0.0347976-0.010576j)
(-0.0289209-0.0163422j)
(-0.0267593-0.0246068j)
(-0.0291359-0.032952j)
(-0.0354806-0.0390286j)
(-0.044217-0.0412468j)
(-0.0532214-0.0388622j)
(-0.0601112-0.0323948j)
(-0.062986-0.0233362j)
(-0.0612826-0.0139772j)
(-0.0550585-0.00661033j)
(-0.0461014-0.00309268j)
(-0.0366965-0.00436774j)
(-0.0292846-0.0101171j)
(-0.0257664-0.0190308j)
(-0.0272984-0.0287563j)
(-0.0333479-0.0365635j)
(-0.0428292-0.0404146j)
(-0.0532535-0.0391788j)
(-0.0620511-0.0328294j)
(-0.0670385-0.0230728j)
(-0.0667138-0.0118049j)
(-0.0610133-0.00187254j)
(-0.051266+0.0044049j)
(-0.0397377+0.00539303j)
(-0.0291368+0.000896721j)
(-0.0218601-0.00819727j)
(-0.0198747-0.0196286j)
(-0.0237892-0.0306658j)
(-0.032561-0.0385008j)
(-0.0440755-0.0412247j)
(-0.0555601-0.0380817j)
(-0.0643406-0.0298894j)
(-0.0682115-0.0184845j)
(-0.0662395-0.00652634j)
(-0.0589218+0.0031963j)
(-0.0480279+0.00834316j)
(-0.0361976+0.00785373j)
(-0.0262871+0.00191365j)
(-0.0205985-0.00784163j)
(-0.0203812-0.0188363j)
(-0.0255796-0.0283462j)
(-0.03448-0.0338545j)
(-0.044826-0.0341263j)
(-0.0541728-0.0290062j)
(-0.0597168-0.0199114j)
(-0.0597102-0.0090003j)
(-0.0542385+0.000760254j)
(-0.0447099+0.00707346j)
(-0.033046+0.00798899j)
(-0.0220722+0.00321791j)
(-0.0145186-0.00628105j)
(-0.0122318-0.0180966j)
(-0.015676-0.0295564j)
(-0.0243683-0.0380635j)
(-0.0358489-0.0416065j)
(-0.0470636-0.0392467j)
(-0.0556244-0.0318972j)
(-0.0597147-0.0212872j)
(-0.0581471-0.0102336j)
(-0.0510856-0.00129944j)
(-0.0405698+0.00314888j)
(-0.0291801+0.00180577j)
(-0.019854-0.00487724j)
(-0.0145928-0.0153064j)
(-0.0149386-0.0271066j)
(-0.0206565-0.037501j)
(-0.0304563-0.0440111j)
(-0.0420969-0.04503j)
(-0.052811-0.0407678j)
(-0.0597874-0.0323891j)
(-0.0619008-0.0220856j)
(-0.0591313-0.0123333j)
(-0.0523826-0.00558978j)
(-0.043405-0.00340371j)
(-0.0349675-0.00613583j)
(-0.0295617-0.012724j)
(-0.0286298-0.0211615j)
(-0.0323069-0.0289019j)
(-0.039803-0.0336531j)
(-0.0490567-0.033954j)
(-0.057689-0.0292848j)
(-0.0630835-0.0208094j)
(-0.063857-0.0102431j)
(-0.0593124-0.000118167j)
(-0.0505963+0.00705496j)
(-0.039502+0.009316j)
(-0.0286059+0.00616626j)
(-0.0203007-0.00150086j)
(-0.0167045-0.0119581j)
(-0.0186368-0.0226845j)
(-0.0253686-0.0309795j)
(-0.0352405-0.0348409j)
(-0.0455828-0.0332998j)
(-0.0536895-0.0269681j)
(-0.0576021-0.0173314j)
(-0.0564476-0.00668162j)
(-0.0502794+0.00206321j)
(-0.0404175+0.00658795j)
(-0.0294887+0.00579426j)
(-0.0200914+0.000127472j)
(-0.0145181-0.00924686j)
(-0.0143885-0.0200358j)
(-0.0193561-0.0294294j)
(-0.0279372-0.035098j)
(-0.0379594-0.0357299j)
(-0.0469714-0.0311555j)
(-0.0524971-0.0227101j)
(-0.0530944-0.0127493j)
(-0.0484148-0.00389493j)
(-0.0396893+0.00165638j)
(-0.0292383+0.00196037j)
(-0.0198124-0.00298585j)
(-0.0139255-0.0121603j)
(-0.0133864-0.0232915j)
(-0.0184582-0.0336354j)
(-0.0280743-0.0403791j)
(-0.0400491-0.0417199j)
(-0.0513579-0.037156j)
(-0.059324-0.0274436j)
(-0.0623707-0.014926j)
(-0.0591457-0.00245434j)
(-0.0500726+0.00736812j)
(-0.0375076+0.0119883j)
(-0.0245063+0.0104085j)
(-0.0138564+0.00282096j)
(-0.00789437-0.00867627j)
(-0.00817993-0.0215459j)
(-0.0141918-0.0325481j)
(-0.0245257-0.0390943j)
(-0.0368807-0.0397644j)
(-0.0479282-0.0345193j)
(-0.0548063-0.0249418j)
(-0.0561818-0.0133637j)
(-0.0520348-0.00257236j)
(-0.0433121+0.00468373j)
(-0.0322449+0.00676553j)
(-0.0218358+0.00324033j)
(-0.0151384-0.00495694j)
(-0.0135798-0.0154215j)
(-0.0172283-0.0253487j)
(-0.0254427-0.0318901j)
(-0.0362253-0.0331453j)
(-0.0464518-0.0286497j)
(-0.0534544-0.0194042j)
(-0.0552704-0.00759478j)
(-0.0509725+0.00403223j)
(-0.0415757+0.0124644j)
(-0.0291985+0.0156634j)
(-0.0166942+0.0126598j)
(-0.00686559+0.0039791j)
(-0.00230011-0.00830714j)
(-0.00419256-0.0212921j)
(-0.0121236-0.0319089j)
(-0.0239891-0.0375916j)
(-0.0371027-0.036978j)
(-0.0485295-0.0301691j)
(-0.0557067-0.0187782j)
(-0.0568026-0.00558004j)
(-0.0518847+0.00667944j)
(-0.0421703+0.0151004j)
(-0.0299954+0.0181966j)
(-0.0182161+0.0154913j)
(-0.0096775+0.00804196j)
(-0.00595753-0.00199968j)
(-0.00768141-0.0118937j)
(-0.0137785-0.0189694j)
(-0.0222718-0.0215186j)
(-0.0306492-0.0191486j)
(-0.0363253-0.0126815j)
(-0.0374426-0.0039508j)
(-0.033706+0.00427625j)
(-0.0261488+0.00946387j)
(-0.0165966+0.0101385j)
(-0.0074573+0.00584495j)
(-0.00148207-0.00257899j)
(-0.000360876-0.0131626j)
(-0.00463098-0.0231986j)
(-0.0135908-0.0301304j)
(-0.0250784-0.0318779j)
(-0.0360486-0.0277465j)
(-0.0439371-0.0186905j)
(-0.0466485-0.0067807j)
(-0.0432351+0.00516024j)
(-0.0345097+0.0144969j)
(-0.0223033+0.0184943j)
(-0.00949696+0.0162446j)
(0.00077644+0.00799906j)
(0.00614709-0.00384058j)
(0.005124-0.0169198j)
(-0.00187838-0.0279478j)
(-0.0133551-0.0343817j)
(-0.0264096-0.0345418j)
(-0.0378809-0.0285407j)
(-0.0449507-0.0177428j)
(-0.046105-0.00491431j)
(-0.0409781+0.00678563j)
(-0.0308612+0.0144508j)
(-0.0184982+0.0163208j)
(-0.00682655+0.0118689j)
(0.00129735+0.00241643j)
(0.00361909-0.00986175j)
(-0.000271783-0.0217171j)
(-0.00949498-0.0303316j)
(-0.0215938-0.0330827j)
(-0.0335574-0.0295612j)
(-0.042437-0.0205316j)
(-0.0459321-0.0082074j)
(-0.0428925+0.00401086j)
(-0.0342671+0.0132431j)
(-0.02208+0.0171254j)
(-0.00944325+0.0146563j)
(0.000341505+0.00624728j)
(0.00481457-0.00609645j)
(0.00281639-0.0193813j)
(-0.00566933-0.0303374j)
(-0.0184558-0.035862j)
(-0.0327066-0.0346567j)
(-0.0452396-0.0270737j)
(-0.0528592-0.0144037j)
(-0.0536315+0.000394762j)
(-0.0476962+0.0138798j)
(-0.0363543+0.023191j)
(-0.0223675+0.0262784j)
(-0.00910515+0.022687j)
(0.000476956+0.0133532j)
(0.0047233+0.0010073j)
(0.00242556-0.0112483j)
(-0.00525604-0.0204798j)
(-0.0161875-0.0243795j)
(-0.0274047-0.0221879j)
(-0.0357677-0.014693j)
(-0.0391608-0.00410068j)
(-0.0365822+0.00671938j)
(-0.0287392+0.0147067j)
(-0.0178032+0.0176127j)
(-0.00692494+0.0144239j)
(0.00111458+0.00594082j)
(0.00415394-0.00560467j)
(0.000888094-0.0173395j)
(-0.0080826-0.0265156j)
(-0.0207139-0.0302829j)
(-0.0339483-0.0273834j)
(-0.0445582-0.018327j)
(-0.0500983-0.0051973j)
(-0.0488298+0.00905257j)
(-0.0410779+0.0214298j)
(-0.0283514+0.028833j)
(-0.0137292+0.0296286j)
(-0.000518173+0.0237094j)
(0.00819918+0.0126354j)
(0.010575-0.000897005j)
(0.00605988-0.0137642j)
(-0.00354305-0.0227788j)
(-0.0160804-0.0257687j)
(-0.0282773-0.0222636j)
(-0.0367164-0.0132287j)
(-0.0395633-0.00123897j)
(-0.0362503+0.0104582j)
(-0.0273612+0.0189011j)
(-0.0152314+0.0219452j)
(-0.00312018+0.0187528j)
(0.00579441+0.00990441j)
(0.00929201-0.00222394j)
(0.00655058-0.0145257j)
(-0.00188936-0.0240153j)
(-0.0136572-0.0281763j)
(-0.0258275-0.0259704j)
(-0.0353281-0.0179175j)
(-0.0396857-0.00620806j)
(-0.0376094+0.00639725j)
(-0.0295223+0.0162177j)
(-0.0172539+0.020615j)
(-0.00403148+0.0184544j)
(0.0067369+0.00995917j)
(0.0121902-0.00299914j)
(0.0110089-0.0172343j)
(0.00297624-0.0293749j)
(-0.0100532-0.0362477j)
(-0.0248841-0.0361946j)
(-0.0379238-0.029291j)
(-0.0460094-0.0170528j)
(-0.0469986-0.00223899j)
(-0.0407087+0.0112097j)
(-0.0287286+0.019873j)
(-0.0139472+0.0213908j)
(0.000349641+0.0154645j)
(0.0100193+0.00319963j)
(0.0126337-0.0126506j)
(0.0071787-0.0281552j)
(-0.00520527-0.0397367j)
(-0.0219553-0.0441827j)
(-0.039181-0.0404873j)
(-0.053001-0.0290589j)
(-0.0602271-0.0122516j)
(-0.059279+0.00621656j)
(-0.0499318+0.0221233j)
(-0.0344158+0.0321125j)
(-0.0161619+0.0343275j)
(0.000872701+0.0280498j)
(0.012712+0.0150131j)
(0.0171606-0.00175914j)
(0.0137335-0.0181206j)
(0.00342962-0.0306405j)
(-0.0111445-0.0365922j)
(-0.0262626-0.0350477j)
(-0.038051-0.0265813j)
(-0.0440364-0.0139055j)
(-0.0431436-0.000163511j)
(-0.0357194+0.0110445j)
(-0.0239557+0.0169041j)
(-0.0108411+0.0160421j)
(0.000128463+0.0089333j)
(0.00618355-0.00260746j)
(0.00575719-0.0158605j)
(-0.00117345-0.0272031j)
(-0.013124-0.0339982j)
(-0.0270651-0.0344701j)
(-0.0395057-0.0283396j)
(-0.0478903-0.0169719j)
(-0.0504683-0.00311124j)
(-0.0467027+0.0103592j)
(-0.037529+0.0205552j)
(-0.0250742+0.0256898j)
(-0.0121925+0.0249978j)
(-0.00160699+0.0190985j)
(0.00472334+0.0100584j)
(0.00615449+0.000166282j)
(0.0030463-0.00829819j)
(-0.0028173-0.0134627j)
(-0.00951931-0.0143833j)
(-0.0146993-0.0116979j)
(-0.0168697-0.00680029j)
(-0.0155066-0.00177978j)
