(0.00505014+0.0057558j)
(-0.0319838-0.00825356j)
(-0.0306577+0.00405474j)
(-0.0232933+0.0140931j)
(-0.0121298+0.0197037j)
(0.000662714+0.0192465j)
(0.0116958+0.0128743j)
(0.0184457+0.00188419j)
(0.0194098-0.0110193j)
(0.0141169-0.0229547j)
(0.00380842-0.0308269j)
(-0.00873029-0.0328115j)
(-0.02071-0.0287099j)
(-0.0292301-0.0195326j)
(-0.0322538-0.00757036j)
(-0.0292712+0.00418399j)
(-0.0206982+0.0129944j)
(-0.00910312+0.0166011j)
(0.00287408+0.0142313j)
(0.0121983+0.00637965j)
(0.0161598-0.00492088j)
(0.0142973-0.0165247j)
(0.00721033-0.0256751j)
(-0.00338803-0.0300982j)
(-0.0146393-0.0287431j)
(-0.0236194-0.0220156j)
(-0.0278912-0.0117043j)
(-0.0264798-0.000655964j)
(-0.0195778+0.00828219j)
(-0.00877243+0.0126445j)
(0.00290021+0.0111418j)
(0.0127238+0.00386905j)
(0.017563-0.00726817j)
(0.016608-0.0197575j)
(0.00970967-0.0306951j)
(-0.00174044-0.0371295j)
(-0.0146794-0.037636j)
(-0.0265695-0.0320351j)
(-0.0345316-0.0211955j)
(-0.036353-0.00776207j)
(-0.0317014+0.0047884j)
(-0.0216299+0.0138269j)
(-0.0084618+0.0166819j)
(0.00435698+0.0129379j)
(0.0139719+0.00349534j)
(0.0178019-0.00938455j)
(0.0150242-0.0224231j)
(0.00636111-0.032526j)
(-0.00628594-0.0374641j)
(-0.019722-0.0357313j)
(-0.030688-0.0278112j)
(-0.0363818-0.0154732j)
(-0.0357459-0.00194866j)
(-0.0287107+0.00988837j)
(-0.0167137+0.0167087j)
(-0.00280356+0.0169645j)
(0.00926028+0.0106731j)
(0.0168767-0.000698619j)
(0.0181495-0.0142651j)
(0.012881-0.0266243j)
(0.00249414-0.0351302j)
(-0.0108846-0.0375642j)
(-0.0237451-0.0330568j)
(-0.0328791-0.0228066j)
(-0.0360416-0.00957303j)
(-0.0324162+0.00363962j)
(-0.0228531+0.0136104j)
(-0.0096781+0.0178437j)
(0.0040234+0.015323j)
(0.0148304+0.00653824j)
(0.0201007-0.00630136j)
(0.0185275-0.0198289j)
(0.0106876-0.0307701j)
(-0.00116339-0.0365091j)
(-0.0140549-0.0360405j)
(-0.0248675-0.0290974j)
(-0.0309288-0.0177658j)
(-0.0302786-0.00503758j)
(-0.0232776+0.00572114j)
(-0.0117418+0.0115426j)
(0.00131205+0.0107345j)
(0.0126093+0.00332514j)
(0.0188464-0.00865503j)
(0.0185594-0.0226547j)
(0.0112633-0.0350195j)
(-0.00139093-0.0427364j)
(-0.0163365-0.0436111j)
(-0.03036-0.0371362j)
(-0.0397311-0.0244169j)
(-0.0419866-0.00848574j)
(-0.0364646+0.00667126j)
(-0.0243951+0.0177007j)
(-0.00855425+0.0219918j)
(0.00749186+0.0183807j)
(0.0198626+0.0074689j)
(0.0257309-0.00784399j)
(0.0235078-0.0239906j)
(0.0142388-0.0369358j)
(3.5435e-05-0.0440377j)
(-0.0155863-0.0433143j)
(-0.0286917-0.0350647j)
(-0.035983-0.0217719j)
(-0.0358864-0.0065108j)
(-0.0285184+0.00642447j)
(-0.0153399+0.0143538j)
(3.45412e-05+0.0145795j)
(0.0134681+0.00743699j)
(0.0215873-0.00536073j)
(0.0228119-0.0208808j)
(0.0164358-0.0349046j)
(0.00415033-0.0443128j)
(-0.0110087-0.046692j)
(-0.0257089-0.0413996j)
(-0.0359118-0.0296917j)
(-0.0392666-0.0144911j)
(-0.0349702+0.000307084j)
(-0.0240733+0.0113879j)
(-0.00914666+0.0156715j)
(0.00618717+0.012008j)
(0.0178475+0.00132693j)
(0.0228433-0.0138273j)
(0.0198159-0.0296906j)
(0.00946252-0.0422751j)
(-0.00570983-0.0484415j)
(-0.0222869-0.0463963j)
(-0.035921-0.0365438j)
(-0.0432356-0.0213972j)
(-0.0425849-0.00467198j)
(-0.0337673+0.0100644j)
(-0.0189991+0.0187343j)
(-0.00202793+0.0192329j)
(0.0130932+0.0114578j)
(0.0227149-0.002631j)
(0.0243144-0.0196329j)
(0.0172977-0.0352424j)
(0.00368184-0.0455962j)
(-0.0135284-0.0481352j)
(-0.0298705-0.0420615j)
(-0.0414504-0.0284508j)
(-0.0452237-0.0110687j)
(-0.0402429+0.00654242j)
(-0.0275644+0.0196713j)
(-0.0101269+0.0253621j)
(0.00808747+0.0223437j)
(0.022707+0.0109695j)
(0.0303552-0.00584437j)
(0.0291168-0.0240637j)
(0.019523-0.0393422j)
(0.00407892-0.0481163j)
(-0.0135146-0.0485084j)
(-0.0290382-0.0404997j)
(-0.0387506-0.0261999j)
(-0.0399773-0.00905616j)
(-0.0328253+0.00661267j)
(-0.0190104+0.0165755j)
(-0.00222078+0.0186114j)
(0.0133933+0.0123756j)
(0.0239054-0.000719611j)
(0.0267441-0.016973j)
(0.0213931-0.0325752j)
(0.00902933-0.0434384j)
(-0.0069311-0.0468603j)
(-0.0223818-0.0422653j)
(-0.0337425-0.030683j)
(-0.0380492-0.0149528j)
(-0.0341653+0.000967444j)
(-0.0226625+0.0129814j)
(-0.00692847+0.0177964j)
(0.00912735+0.0146964j)
(0.0218081+0.00426539j)
(0.0278315-0.0111552j)
(0.0254493-0.0274824j)
(0.0155854-0.0404503j)
(0.000698627-0.046754j)
(-0.0154185-0.0449537j)
(-0.028432-0.0353182j)
(-0.0352557-0.0203418j)
(-0.0335221-0.00396674j)
(-0.0234855+0.00959005j)
(-0.00804034+0.0165467j)
(0.00936639+0.0152067j)
(0.0242925+0.00519884j)
(0.0327574-0.0109219j)
(0.03236-0.0295543j)
(0.0231185-0.0461216j)
(0.0070501-0.056579j)
(-0.0123982-0.0581594j)
(-0.0302293-0.0503444j)
(-0.0424236-0.0351819j)
(-0.0461618-0.015954j)
(-0.0403758+0.00271925j)
(-0.0264183+0.016439j)
(-0.0077056+0.0217468j)
(0.0111828+0.0174128j)
(0.0254702+0.00485779j)
(0.0319388-0.0129206j)
(0.0290033-0.0315667j)
(0.0174089-0.0462879j)
(0.000410645-0.0535509j)
(-0.0180934-0.0515236j)
(-0.033096-0.0408102j)
(-0.0408157-0.0239715j)
(-0.0395689-0.00556987j)
(-0.0294177+0.00993493j)
(-0.0126845+0.018361j)
(0.0058932+0.0176407j)
(0.0219409+0.00819617j)
(0.0313387-0.0080594j)
(0.0316468-0.0268618j)
(0.0230117-0.0436212j)
(0.00731048-0.0541021j)
(-0.0114157-0.0555721j)
(-0.0285429-0.0478757j)
(-0.0400425-0.0329364j)
(-0.0426232-0.0141288j)
(-0.0359062+0.00347465j)
(-0.0216518+0.0155802j)
(-0.00327393+0.0193335j)
(0.0146382+0.0133689j)
(0.0274251-0.000400171j)
(0.031921-0.0185008j)
(0.0271903-0.0368296j)
(0.0139761-0.0507098j)
(-0.00439081-0.056603j)
(-0.023279-0.0529072j)
(-0.0381504-0.0407203j)
(-0.0456814-0.0228594j)
(-0.0438122-0.00344084j)
(-0.0329565+0.0126021j)
(-0.0158486+0.0214207j)
(0.00321278+0.0210201j)
(0.0195988+0.0115538j)
(0.0291309-0.00438287j)
(0.0296533-0.0227871j)
(0.0211277-0.0389745j)
(0.00569195-0.0488277j)
(-0.0124804-0.0496073j)
(-0.0290742-0.0412517j)
(-0.0394818-0.0258893j)
(-0.0412761-0.00703126j)
(-0.0338452+0.0105912j)
(-0.0187316+0.0226549j)
(0.000407577+0.0266611j)
(0.0193813+0.0209552j)
(0.0335404+0.00713374j)
(0.039439-0.0115081j)
(0.0359252-0.0307522j)
(0.0238883-0.0457846j)
(0.00653508-0.05302j)
(-0.0119795-0.0512018j)
(-0.026968-0.0407299j)
(-0.035068-0.0243374j)
(-0.0340272-0.00613789j)
(-0.0241342+0.00920959j)
(-0.00825822+0.0178821j)
(0.0101601+0.0178428j)
(0.0262259+0.00886253j)
(0.0362093-0.00681664j)
(0.0374175-0.025241j)
(0.0299319-0.0417316j)
(0.0154622-0.0530397j)
(-0.00260502-0.0558712j)
(-0.0192756-0.0500201j)
(-0.0308257-0.0370309j)
(-0.0346327-0.0200694j)
(-0.0297963-0.0037695j)
(-0.0177274+0.00777917j)
(-0.00163919+0.0119425j)
(0.0143303+0.00737368j)
(0.0259118-0.00437217j)
(0.0299652-0.0203617j)
(0.0257864-0.0363002j)
(0.0137237-0.049094j)
(-0.00276661-0.0538748j)
(-0.0197762-0.0498183j)
(-0.0331712-0.0380128j)
(-0.0394718-0.0214039j)
(-0.037324-0.00337759j)
(-0.0266215+0.0118247j)
(-0.0099861+0.0200417j)
(0.00844403+0.0198061j)
(0.0244055+0.0107184j)
(0.0342457-0.00458455j)
(0.0354366-0.0224642j)
(0.0279137-0.0383534j)
(0.0139373-0.0482409j)
(-0.00297052-0.0502166j)
(-0.0182825-0.0434293j)
(-0.028251-0.0302534j)
(-0.030122-0.0136987j)
(-0.0233014+0.00148921j)
(-0.00976714+0.0116766j)
(0.00745456+0.01389j)
(0.0239229+0.00711823j)
(0.0353301-0.00700827j)
(0.0387543-0.025264j)
(0.0330311-0.0433031j)
(0.0190765-0.0567831j)
(0.000113728-0.0620609j)
(-0.019241-0.0580074j)
(-0.0345836-0.0453093j)
(-0.0422078-0.0267971j)
(-0.0403569-0.00716218j)
(-0.0295482+0.00943345j)
(-0.0123213+0.0190565j)
(0.00712103+0.0193824j)
(0.0243102+0.0105061j)
(0.0348607-0.00520249j)
(0.0365983-0.0239414j)
(0.0292214-0.040547j)
(0.0147937-0.0514544j)
(-0.00295907-0.0537304j)
(-0.0191141-0.047088j)
(-0.0297561-0.0333591j)
(-0.0324303-0.0164668j)
(-0.0264251-0.000340819j)
(-0.0126967+0.0106051j)
(0.00482875+0.0130563j)
(0.0213963+0.00688754j)
(0.0329227-0.00706075j)
(0.0364778-0.024662j)
(0.0310694-0.0422222j)
(0.017598-0.0552053j)
(-0.000723658-0.0602549j)
(-0.019635-0.0559157j)
(-0.0343991-0.0430802j)
(-0.0412312-0.0246021j)
(-0.0384822-0.0050542j)
(-0.0266099+0.011079j)
(-0.00850047+0.0195497j)
(0.0113402+0.0186812j)
(0.028436+0.00844102j)
(0.0385518-0.00882757j)
(0.0390729-0.0287493j)
(0.0299277-0.0463793j)
(0.0136011-0.057432j)
(-0.00587618-0.0594559j)
(-0.0241131-0.0518489j)
(-0.0363018-0.0364547j)
(-0.039492-0.017203j)
(-0.0330089+0.000927806j)
(-0.0187055+0.0137809j)
(3.28427e-05+0.0180994j)
(0.0184785+0.0126927j)
(0.0316723-0.000922308j)
(0.0364976-0.0191999j)
(0.0321892-0.0373591j)
(0.0194883-0.0512272j)
(0.00116793-0.0570606j)
(-0.0175317-0.0533286j)
(-0.0322202-0.0406974j)
(-0.0389929-0.0224026j)
(-0.036188-0.00290644j)
(-0.024329+0.0129517j)
(-0.00618437+0.0214222j)
(0.0138679+0.0202774j)
(0.0309045+0.00964157j)
(0.04083-0.00765674j)
(0.0415364-0.0275693j)
(0.0326039-0.0453554j)
(0.016504-0.056477j)
(-0.00276691-0.0585315j)
(-0.0203558-0.0509995j)
(-0.0318463-0.0360844j)
(-0.0349836-0.017435j)
(-0.0284778+0.000398219j)
(-0.0141606+0.0124996j)
(0.00441606+0.0162391j)
(0.0222799+0.0105824j)
(0.0353105-0.00310046j)
(0.0400285-0.021455j)
(0.0353817-0.0398337j)
(0.0225526-0.0536086j)
(0.00469616-0.0596656j)
(-0.0138973-0.056636j)
(-0.0288433-0.0449728j)
(-0.036001-0.0276766j)
(-0.0340836-0.00908634j)
(-0.0237302+0.00625464j)
(-0.00721468+0.0147688j)
(0.0115315+0.0143386j)
(0.0276953+0.00482413j)
(0.0370855-0.0110206j)
(0.0376213-0.0295255j)
(0.0293588-0.0460191j)
(0.014034-0.0564824j)
(-0.00420916-0.0581099j)
(-0.0208856-0.0507272j)
(-0.0320162-0.0362601j)
(-0.0348059-0.0181931j)
(-0.0284863-0.00110593j)
(-0.014795+0.0108261j)
(0.00305712+0.0148175j)
(0.0207124+0.00954436j)
(0.0334565-0.00362989j)
(0.0382814-0.0213108j)
(0.0341138-0.0390617j)
(0.0219528-0.0523742j)
(0.0052298-0.0584273j)
(-0.012345-0.0556031j)
(-0.0262908-0.0446475j)
(-0.0330171-0.0283049j)
(-0.0311393-0.0109775j)
(-0.0210266+0.00316897j)
(-0.0051904+0.0106305j)
(0.0120882+0.00920105j)
(0.026688-0.000491619j)
(0.0347984-0.0163687j)
(0.0336862-0.0343701j)
(0.0239132-0.0493704j)
(0.00798261-0.0581904j)
(-0.010555-0.0580944j)
(-0.0268829-0.0488329j)
(-0.0368271-0.0325861j)
(-0.0382441-0.0133151j)
(-0.0303058+0.00433102j)
(-0.0147929+0.0165807j)
(0.00484745+0.0201162j)
(0.0239956+0.0142533j)
(0.0379499+0.000222087j)
(0.0438234-0.018582j)
(0.0404115-0.0374851j)
(0.0286668-0.0525979j)
(0.0116843-0.0599061j)
(-0.0059185-0.0585469j)
(-0.0203603-0.0491829j)
(-0.0284747-0.0342898j)
(-0.0281669-0.0178068j)
(-0.0197962-0.0039683j)
(-0.005982+0.00365046j)
(0.00999446+0.00321749j)
(0.0235501-0.00507313j)
(0.0313099-0.0189469j)
(0.0313771-0.034798j)
(0.0235503-0.0488602j)
(0.00982082-0.0574759j)
(-0.0062494-0.058173j)
(-0.0207839-0.0511687j)
(-0.0303134-0.0378384j)
(-0.0320395-0.0216966j)
(-0.0257155-0.00694823j)
(-0.0128968+0.00267827j)
(0.00325476+0.00470215j)
(0.0182222-0.00160536j)
(0.0284413-0.0143495j)
(0.0311746-0.030742j)
(0.025382-0.0465214j)
(0.0127877-0.0577733j)
(-0.00412288-0.0618663j)
(-0.0210705-0.05752j)
(-0.0341201-0.0455172j)
(-0.0400143-0.0290647j)
(-0.0375364-0.0117596j)
(-0.0272273+0.00208026j)
(-0.0119879+0.00943899j)
(0.00480838+0.00862649j)
(0.0191139-5.27794e-05j)
(0.0270959-0.0142647j)
(0.0271827-0.030561j)
(0.0192517-0.0446575j)
(0.00522255-0.0528506j)
(-0.0110583-0.0530674j)
(-0.025538-0.0452995j)
(-0.0345579-0.0314335j)
(-0.0358756-0.0146113j)
(-0.0289006+0.00099209j)
(-0.0149559+0.011526j)
(0.00244566+0.0144146j)
(0.0190411+0.00868097j)
(0.0310225-0.00426525j)
(0.0355613-0.0210418j)
(0.0317483-0.0378302j)
(0.0203749-0.0507577j)
(0.00423521-0.0565298j)
(-0.0125604-0.054039j)
(-0.02596-0.0437607j)
(-0.0326414-0.0283415j)
(-0.0310636-0.0114602j)
(-0.021381+0.00246438j)
(-0.00606967+0.0102408j)
(0.0112278+0.00981811j)
(0.0264806+0.00109607j)
(0.0357675-0.0136379j)
(0.0371162-0.0312305j)
(0.0300358-0.0472718j)
(0.0163108-0.058153j)
(-0.000642421-0.0611165j)
(-0.0167413-0.0560154j)
(-0.028437-0.043995j)
(-0.0326437-0.0279317j)
(-0.0285098-0.0121726j)
(-0.0171042-0.000483125j)
(-0.00164667+0.00410852j)
(0.0142087+0.000338107j)
(0.0262912-0.0103888j)
(0.0317751-0.0257323j)
(0.0288677-0.0421102j)
(0.0184318-0.0553638j)
(0.00300352-0.0621092j)
(-0.0138645-0.060909j)
(-0.0280594-0.0519472j)
(-0.0363281-0.0374694j)
(-0.0364849-0.0207173j)
(-0.0287998-0.00627741j)
(-0.0154475+0.00289267j)
(0.000467973+0.00438726j)
(0.0148543-0.00188863j)
(0.0243236-0.0141736j)
(0.026399-0.0293245j)
(0.021064-0.0432301j)
(0.00964382-0.0528803j)
(-0.00498749-0.0557212j)
(-0.0185829-0.0509418j)
(-0.0278506-0.0403526j)
(-0.0308965-0.0265456j)
(-0.026594-0.0132259j)
(-0.0162665-0.00377244j)
(-0.00256354-0.000828773j)
(0.0106631-0.00535795j)
(0.0198654-0.0158712j)
(0.0227429-0.0294588j)
(0.0183777-0.0429406j)
(0.00795149-0.0526902j)
(-0.00604235-0.0560638j)
(-0.0200326-0.0525296j)
(-0.0305525-0.0425535j)
(-0.0349391-0.0284989j)
(-0.0319587-0.0141562j)
(-0.0221892-0.00313944j)
(-0.00845934+0.00163338j)
(0.00579237-0.000932485j)
(0.0168515-0.0104666j)
(0.0216667-0.0240727j)
(0.0190921-0.0384245j)
(0.00973015-0.050242j)
(-0.00453773-0.0560738j)
(-0.0202963-0.0540545j)
(-0.0333535-0.0447954j)
(-0.040755-0.0299682j)
(-0.0402936-0.0131042j)
(-0.0320409+0.00205773j)
(-0.0175893+0.011699j)
(-0.000175476+0.0136434j)
(0.0161106+0.00747758j)
(0.0277728-0.00549597j)
(0.0319057-0.0221502j)
(0.0281602-0.0385311j)
(0.0174748-0.0510132j)
(0.00231528-0.0565893j)
(-0.0132365-0.0544411j)
(-0.0253174-0.0452315j)
(-0.0313132-0.0315815j)
(-0.0300529-0.0172304j)
(-0.022089-0.00553757j)
(-0.00931949+0.000892878j)
(0.00471196-1.23083e-05j)
(0.0161627-0.00754002j)
(0.0224996-0.019637j)
(0.0220927-0.0330904j)
(0.0152851-0.0446741j)
(0.00371954-0.0513529j)
(-0.00938053-0.0514395j)
(-0.0210464-0.0453271j)
(-0.0282909-0.0343773j)
(-0.0290298-0.0214197j)
(-0.0235317-0.00991842j)
(-0.0132649-0.00248626j)
(-0.000633322-0.000964344j)
(0.0110799-0.00571349j)
(0.0188675-0.015474j)
(0.0208463-0.027714j)
(0.0166758-0.039076j)
(0.00735149-0.0469728j)
(-0.00443514-0.0491204j)
(-0.0155929-0.0450341j)
(-0.0233186-0.0361074j)
(-0.0253224-0.0239379j)
(-0.0211715-0.0124409j)
(-0.0115764-0.00412509j)
(0.00108162-0.00139725j)
(0.0136854-0.00537494j)
(0.0233922-0.0149355j)
(0.0273636-0.0280585j)
(0.0248659-0.0417985j)
(0.0164922-0.0526359j)
(0.00415791-0.0584773j)
(-0.00913168-0.057829j)
(-0.0207307-0.0515612j)
(-0.0275278-0.0406892j)
(-0.0284023-0.0281646j)
(-0.0234941-0.0169604j)
(-0.0137363-0.00993571j)
(-0.00209813-0.00882447j)
(0.00856537-0.0136981j)
(0.0152521-0.0230964j)
(0.0162672-0.0346485j)
(0.0114561-0.0453342j)
(0.00187166-0.0523347j)
(-0.0100062-0.0536424j)
(-0.0212467-0.049039j)
(-0.0292398-0.0396153j)
(-0.0317434-0.0273223j)
(-0.0281619-0.0151077j)
(-0.0191599-0.00584158j)
(-0.00702994-0.00179917j)
(0.00559515-0.00378928j)
(0.0158643-0.0114905j)
(0.0213121-0.0230609j)
(0.021022-0.0354603j)
(0.0149736-0.0461748j)
(0.00514613-0.0524251j)
(-0.00634396-0.0532066j)
(-0.0163054-0.0486847j)
(-0.0226132-0.0400644j)
(-0.024034-0.0297382j)
(-0.0200215-0.020321j)
(-0.011777-0.0143314j)
(-0.00162566-0.0134358j)
(0.00771701-0.0176739j)
(0.0137324-0.0262458j)
(0.0148724-0.0367631j)
(0.0105111-0.0469371j)
(0.00165269-0.0540414j)
(-0.0097386-0.0561423j)
(-0.0208316-0.0529807j)
(-0.0294058-0.0448379j)
(-0.033672-0.0340823j)
(-0.0326766-0.0225639j)
(-0.0267959-0.0128844j)
(-0.0175658-0.00714862j)
(-0.00726932-0.00623649j)
(0.00194964-0.0098342j)
(0.00779176-0.0169008j)
(0.00941527-0.0251248j)
(0.00689787-0.0325638j)
(0.00125304-0.0371952j)
(-0.00572178-0.037805j)
(-0.0117763-0.0346071j)
(-0.014872-0.0286248j)
(-0.0141848-0.0217002j)
(-0.00978589-0.0155747j)
(-0.00253485-0.0123121j)
(0.00578648-0.0130734j)
(0.0131644-0.0177335j)
(0.0175504-0.0252168j)
(0.0182445-0.0340331j)
(0.0146372-0.0423611j)
(0.00770319-0.0479435j)
(-0.000548303-0.0495427j)
(-0.00820053-0.0474167j)
(-0.0140277-0.0415208j)
(-0.0158806-0.0343008j)
(-0.0138433-0.0272701j)
(-0.0083605-0.0223472j)
(-0.00122583-0.0206573j)
(0.00604191-0.0229294j)
(0.0108105-0.0288885j)
(0.0124347-0.0363081j)
(0.00995356-0.0437156j)
(0.00408831-0.0490068j)
(-0.00365537-0.0511746j)
(-0.0114282-0.0491545j)
(-0.0174381-0.0435126j)
(-0.019942-0.0357985j)
(-0.0185829-0.0279136j)
(-0.0135393-0.0215287j)
(-0.0060083-0.0184204j)
(0.00226399-0.0192946j)
(0.00877032-0.0239631j)
(0.01231-0.0309625j)
(0.0120603-0.0390131j)
(0.00800088-0.0459733j)
(0.00123987-0.0501264j)
(-0.00662565-0.0503939j)
(-0.0135415-0.0466417j)
(-0.0175684-0.0400468j)
(-0.0176133-0.0322222j)
(-0.0138065-0.0252787j)
(-0.00688466-0.0211079j)
(0.0013451-0.0207611j)
(0.0087538-0.0247203j)
(0.0137892-0.03172j)
(0.0150474-0.0409523j)
(0.0119125-0.0497281j)
(0.00503421-0.0561568j)
(-0.00375629-0.0591086j)
(-0.0133768-0.0576144j)
(-0.0212052-0.0522879j)
(-0.0257068-0.0440977j)
(-0.0260775-0.0351057j)
(-0.0226358-0.0269346j)
(-0.0158914-0.0216437j)
(-0.00807872-0.0199811j)
(-0.000912576-0.0221285j)
(0.00402418-0.0272254j)
(0.00571904-0.0336674j)
(0.00393471-0.0395465j)
(-0.000468016-0.0434954j)
(-0.00652191-0.044499j)
(-0.011955-0.0420243j)
(-0.0151209-0.0367121j)
(-0.0148537-0.0302595j)
(-0.0112533-0.0246254j)
(-0.00513384-0.0211395j)
(0.00237882-0.0208358j)
(0.00934401-0.024101j)
(0.0142876-0.0304963j)
(0.0160818-0.0386928j)
(0.0140299-0.0467989j)
(0.00862956-0.0534439j)
(0.00103101-0.0565709j)
(-0.00680971-0.0563386j)
(-0.0139497-0.0527636j)
(-0.0181704-0.0465109j)
(-0.0190551-0.0394439j)
(-0.0167143-0.032969j)
(-0.0118385-0.0287077j)
(-0.00589257-0.0272307j)
(-0.000430614-0.0289869j)
(0.00320348-0.0331782j)
(0.00434929-0.038315j)
(0.00254452-0.0429837j)
(-0.00136906-0.0461578j)
(-0.00642702-0.046698j)
(-0.0108374-0.0443912j)
(-0.0134601-0.0402332j)
(-0.0135804-0.0349182j)
(-0.0111722-0.0301748j)
(-0.00663856-0.0272259j)
(-0.0012047-0.0266533j)
(0.00387612-0.0288455j)
(0.00729632-0.0328791j)
(0.00842345-0.0382159j)
(0.00687069-0.0433378j)
(0.00314623-0.0468818j)
(-0.00146389-0.0479022j)
(-0.00578138-0.0461279j)
(-0.00846303-0.0426234j)
(-0.0086169-0.0381091j)
(-0.00646859-0.0340301j)
(-0.00211448-0.0316172j)
(0.00312763-0.0315911j)
(0.00790238-0.0343474j)
(0.0112189-0.0392538j)
(0.0117253-0.0454532j)
(0.00946712-0.0513452j)
(0.00472439-0.0554171j)
(-0.00127912-0.0566739j)
(-0.00720108-0.0550997j)
(-0.0114879-0.0507885j)
(-0.0128023-0.0448602j)
(-0.010821-0.0392966j)
(-0.00613594-0.0350587j)
(0.000316083-0.0343462j)
(0.00671941-0.036607j)
(0.0115832-0.0421667j)
(0.0132955-0.0498666j)
(0.0117221-0.0581246j)
(0.00622946-0.0649454j)
(-0.00174535-0.0690481j)
(-0.0102675-0.0695541j)
(-0.018547-0.06659j)
(-0.0245671-0.0604209j)
(-0.0272806-0.052874j)
(-0.026644-0.0456849j)
(-0.0233297-0.0400079j)
(-0.0184908-0.0374519j)
(-0.0137925-0.0373263j)
(-0.0100273-0.0396147j)
(-0.00871223-0.0435591j)
(-0.00988221-0.0472071j)
(-0.0133289-0.0495755j)
(-0.0180933-0.0494469j)
(-0.0225652-0.0469589j)
(-0.0252643-0.0419777j)
(-0.0256068-0.0360068j)
(-0.0231251-0.030435j)
(-0.0181348-0.0262812j)
(-0.0118449-0.0251392j)
(-0.00569197-0.0270147j)
(-0.000986217-0.0315482j)
(0.00094986-0.0379038j)
(-0.000487925-0.0443004j)
(-0.00501466-0.0494885j)
(-0.0114057-0.052259j)
(-0.0186487-0.0516836j)
(-0.0252569-0.0480064j)
(-0.0299012-0.0421514j)
(-0.0315877-0.0348789j)
(-0.03067-0.0275338j)
(-0.027257-0.0216239j)
(-0.0223798-0.0174144j)
(-0.0171312-0.0154251j)
(-0.0123051-0.015246j)
(-0.0087817-0.0163855j)
(-0.00667086-0.0180378j)
(-0.00553775-0.0190221j)
(-0.00492668-0.019462j)
(-0.00442463-0.0189136j)
(-0.00346491-0.0177582j)
(-0.00137287-0.0164388j)
(0.00150925-0.0158222j)
(0.00492758-0.0162489j)
(0.00817931-0.018076j)
(0.0104363-0.0208937j)
(0.0112761-0.0239097j)
(0.01037-0.026998j)
(0.00821537-0.0287559j)
(0.00559992-0.0285705j)
(0.00343811-0.0267398j)
(0.00237429-0.0229845j)
(0.0034506-0.0184189j)
(0.00704277-0.0141032j)
