(-0.00108189-0.00989449j)
(0.00525095-0.00937504j)
(0.0111082-0.0119854j)
(0.0153375-0.0170084j)
(0.0167337-0.023339j)
(0.0150533-0.0294334j)
(0.0108752-0.0339289j)
(0.00516746-0.0360148j)
(-0.000569172-0.0350901j)
(-0.00496334-0.0315728j)
(-0.00689561-0.0264115j)
(-0.00641552-0.0212124j)
(-0.00302476-0.0170684j)
(0.00202769-0.0151877j)
(0.00742991-0.0161808j)
(0.0116615-0.0196903j)
(0.013588-0.0250093j)
(0.0128665-0.0306373j)
(0.00957316-0.0352645j)
(0.00435697-0.0377591j)
(-0.00142115-0.037407j)
(-0.00637457-0.0343374j)
(-0.00924227-0.029374j)
(-0.00910093-0.0236815j)
(-0.00629576-0.0186806j)
(-0.00134839-0.0154994j)
(0.00436155-0.0150284j)
(0.00971334-0.0174725j)
(0.0133377-0.0221048j)
(0.0142269-0.0276937j)
(0.0124051-0.0330125j)
(0.00841212-0.0367653j)
(0.00315439-0.0380725j)
(-0.00179645-0.0366578j)
(-0.00535437-0.03297j)
(-0.00653878-0.0282335j)
(-0.00509827-0.0236364j)
(-0.00146388-0.0202737j)
(0.00340758-0.019293j)
(0.00829385-0.0209971j)
(0.0117152-0.0250563j)
(0.0127918-0.0306085j)
(0.0110381-0.0361519j)
(0.00676538-0.0400704j)
(0.00106888-0.0415883j)
(-0.00468261-0.0403841j)
(-0.00919747-0.0364877j)
(-0.0114934-0.030876j)
(-0.0108802-0.0249351j)
(-0.00727696-0.0199893j)
(-0.00178287-0.0174233j)
(0.00434269-0.0178345j)
(0.00946778-0.0211458j)
(0.0124534-0.0265389j)
(0.0124281-0.0327325j)
(0.00937128-0.0383342j)
(0.00402073-0.0418203j)
(-0.00232432-0.0422118j)
(-0.00820277-0.0394173j)
(-0.0122987-0.0343648j)
(-0.0133981-0.0280433j)
(-0.0110366-0.0216495j)
(-0.00621504-0.0171608j)
(9.02564e-05-0.0156853j)
(0.0063365-0.0172918j)
(0.0112612-0.0216761j)
(0.0135984-0.0278792j)
(0.0124672-0.0341766j)
(0.00852555-0.0392463j)
(0.0027363-0.0420796j)
(-0.00354463-0.0418621j)
(-0.00900939-0.038421j)
(-0.0121699-0.032896j)
(-0.0123125-0.026761j)
(-0.00952302-0.0213294j)
(-0.0046725-0.0181198j)
(0.0010214-0.0175329j)
(0.00614931-0.0196674j)
(0.00945674-0.0239702j)
(0.0101308-0.0292106j)
(0.00814087-0.033842j)
(0.00407513-0.0367128j)
(-0.000855431-0.0370029j)
(-0.00520125-0.0347641j)
(-0.00779915-0.0304645j)
(-0.0076658-0.0254485j)
(-0.00478598-0.0210116j)
(0.000149115-0.0180232j)
(0.00597811-0.0177851j)
(0.0114845-0.0208881j)
(0.0149763-0.0264947j)
(0.01542-0.0333265j)
(0.0126971-0.0396309j)
(0.00718584-0.0440675j)
(0.000152535-0.0454404j)
(-0.00674033-0.0435087j)
(-0.0118346-0.0384746j)
(-0.0142303-0.0314813j)
(-0.0130628-0.0243362j)
(-0.0084227-0.0183211j)
(-0.00156401-0.0151056j)
(0.00581029-0.0156273j)
(0.012118-0.0196716j)
(0.0161437-0.0261516j)
(0.0166541-0.0335295j)
(0.0135127-0.0402357j)
(0.00761623-0.0446369j)
(0.000691295-0.0457072j)
(-0.00581797-0.0433074j)
(-0.0105028-0.0383218j)
(-0.0120965-0.0318294j)
(-0.0101541-0.0254605j)
(-0.00528923-0.0209024j)
(0.00114954-0.0193263j)
(0.00747618-0.021115j)
(0.0122898-0.0259876j)
(0.0141529-0.0326345j)
(0.0128117-0.0393662j)
(0.00836769-0.0446395j)
(0.00187304-0.0472094j)
(-0.00495884-0.0465183j)
(-0.0105846-0.042448j)
(-0.0135383-0.0363682j)
(-0.0131234-0.0296764j)
(-0.00939592-0.0241044j)
(-0.00351846-0.0210385j)
(0.00314517-0.0213643j)
(0.00904961-0.024988j)
(0.0126412-0.0310518j)
(0.0128271-0.038374j)
(0.0096639-0.0450141j)
(0.00373719-0.0494559j)
(-0.00348887-0.0506882j)
(-0.0105127-0.0483646j)
(-0.0155967-0.043083j)
(-0.0175521-0.0364694j)
(-0.0160581-0.029862j)
(-0.0115989-0.024875j)
(-0.00539821-0.022814j)
(0.00101605-0.0241666j)
(0.00587836-0.0285823j)
(0.00778151-0.0348638j)
(0.00636809-0.0413954j)
(0.0018871-0.0464597j)
(-0.00459143-0.0486597j)
(-0.0115392-0.0476094j)
(-0.017186-0.0433812j)
(-0.0200455-0.0369746j)
(-0.0193429-0.0300352j)
(-0.0152246-0.0240438j)
(-0.00866416-0.0206844j)
(-0.00137801-0.0210881j)
(0.00492349-0.0250157j)
(0.00874727-0.0316535j)
(0.00895018-0.0394867j)
(0.00544963-0.0465369j)
(-0.0011175-0.0511284j)
(-0.00922264-0.0524797j)
(-0.0170879-0.0499714j)
(-0.0227089-0.0441465j)
(-0.0250773-0.0363379j)
(-0.0235268-0.0284268j)
(-0.0185086-0.0221486j)
(-0.0112004-0.0191406j)
(-0.00351061-0.0199317j)
(0.00295114-0.0242337j)
(0.00645978-0.031001j)
(0.00655659-0.0387383j)
(0.00296897-0.0453941j)
(-0.00348334-0.0495447j)
(-0.0109247-0.050155j)
(-0.0175007-0.0473144j)
(-0.0218166-0.0416272j)
(-0.0230611-0.0346495j)
(-0.0209375-0.0280016j)
(-0.015906-0.0233545j)
(-0.00938252-0.021677j)
(-0.00298497-0.0234495j)
(0.0017127-0.0279803j)
(0.00377599-0.0344475j)
(0.00262603-0.040886j)
(-0.00157219-0.0457124j)
(-0.00743586-0.0478866j)
(-0.0136366-0.0469375j)
(-0.0185045-0.0431066j)
(-0.0206265-0.037698j)
(-0.0196742-0.0319698j)
(-0.0160971-0.0274619j)
(-0.010706-0.025334j)
(-0.00488092-0.0266034j)
