(-0.601324-0.443346j)
(0.137377+0.696442j)
(0.456266+0.543212j)
(0.66122+0.25558j)
(0.701864-0.095301j)
(0.56886-0.421759j)
(0.294799-0.643821j)
(-0.0521033-0.70646j)
(-0.386667-0.593997j)
(-0.625767-0.33396j)
(-0.709255+0.00998942j)
(-0.616392+0.351514j)
(-0.369675+0.606034j)
(-0.0308032+0.708735j)
(0.315141+0.63479j)
(0.582114+0.403568j)
(0.704136+0.0724809j)
(0.651678-0.275978j)
(0.437501-0.555771j)
(0.115153-0.698005j)
(-0.235841-0.667294j)
(-0.529277-0.471092j)
(-0.691327-0.157087j)
(-0.681626+0.196984j)
(-0.501651+0.50202j)
(-0.196109+0.682169j)
(0.158049+0.691881j)
(0.472598+0.528955j)
(0.66867+0.234856j)
(0.698259-0.117232j)
(0.554885-0.439299j)
(0.273806-0.652382j)
(-0.0745943-0.70394j)
(-0.405116-0.580697j)
(-0.635634-0.313401j)
(-0.708174+0.0328081j)
(-0.604435+0.371167j)
(-0.349449+0.616992j)
(-0.00752768+0.708938j)
(0.335865+0.623701j)
(0.594839+0.383572j)
(0.705146+0.0487272j)
(0.640573-0.297379j)
(0.417487-0.569005j)
(0.091362-0.699694j)
(-0.257231-0.657088j)
(-0.542613-0.451576j)
(-0.693374-0.133601j)
(-0.671872+0.21832j)
(-0.482603+0.51595j)
(-0.172954+0.684845j)
(0.17925+0.68255j)
(0.486154+0.510529j)
(0.671324+0.212318j)
(0.689848-0.1377j)
(0.537807-0.452716j)
(0.253127-0.655718j)
(-0.0939087-0.696662j)
(-0.41829-0.565214j)
(-0.639386-0.293553j)
(-0.70226+0.0517608j)
(-0.590459+0.38471j)
(-0.330848+0.622122j)
(0.0109843+0.704418j)
(0.349558+0.61103j)
(0.600739+0.366237j)
(0.702198+0.031069j)
(0.62996-0.311145j)
(0.401847-0.576015j)
(0.0745708-0.69882j)
(-0.271636-0.648556j)
(-0.551402-0.437637j)
(-0.694802-0.117226j)
(-0.665795+0.233414j)
(-0.470236+0.526374j)
(-0.156988+0.688411j)
(0.195245+0.678479j)
(0.498788+0.499295j)
(0.677484+0.196107j)
(0.687494-0.155408j)
(0.527-0.467548j)
(0.235839-0.663486j)
(-0.113365-0.695121j)
(-0.434887-0.554163j)
(-0.648839-0.275378j)
(-0.701363+0.072493j)
(-0.579005+0.402487j)
(-0.312006+0.632068j)
(0.0323774+0.70391j)
(0.36821+0.600059j)
(0.611551+0.347267j)
(0.7023+0.00886026j)
(0.61905-0.330501j)
(0.382906-0.587681j)
(0.0522653-0.699457j)
(-0.291389-0.638103j)
(-0.563555-0.41868j)
(-0.696183-0.0945862j)
(-0.655628+0.253608j)
(-0.451521+0.538904j)
(-0.134682+0.689947j)
(0.215425+0.668672j)
(0.511049+0.480789j)
(0.678813+0.174104j)
(0.677971-0.17474j)
(0.509396-0.479616j)
(0.215167-0.665332j)
(-0.13221-0.686641j)
(-0.447009-0.538053j)
(-0.651539-0.255719j)
(-0.694382+0.0906538j)
(-0.564353+0.41511j)
(-0.293558+0.636248j)
(0.0506494+0.698636j)
(0.38168+0.586918j)
(0.61701+0.32923j)
(0.698609-0.00937472j)
(0.606841-0.344895j)
(0.365237-0.594438j)
(0.0333815-0.696745j)
(-0.306738-0.626606j)
(-0.571254-0.400931j)
(-0.694323-0.075429j)
(-0.644607+0.269384j)
(-0.434253+0.547439j)
(-0.115536+0.688788j)
(0.231719+0.658472j)
(0.520453+0.46416j)
(0.679206+0.15513j)
(0.669092-0.191476j)
(0.493596-0.489929j)
(0.196302-0.666839j)
(-0.149641-0.679074j)
(-0.458757-0.522953j)
(-0.6547-0.236912j)
(-0.688288+0.108754j)
(-0.550115+0.42825j)
(-0.274502+0.641004j)
(0.0697089+0.693506j)
(0.395898+0.572927j)
(0.622722+0.310015j)
(0.694359-0.0290038j)
(0.593675-0.359973j)
(0.346541-0.601273j)
(0.0139519-0.693699j)
(-0.322324-0.614779j)
(-0.579271-0.38339j)
(-0.693033-0.056224j)
(-0.634506+0.285692j)
(-0.417611+0.557069j)
(-0.0962022+0.689611j)
(0.249309+0.64995j)
(0.53206+0.448307j)
(0.681902+0.135388j)
(0.662061-0.21035j)
(0.478121-0.503464j)
(0.17609-0.671521j)
(-0.169481-0.673358j)
(-0.473399-0.508255j)
(-0.660251-0.216733j)
(-0.683287+0.129169j)
(-0.536036+0.443511j)
(-0.254922+0.647489j)
(0.0898651+0.689807j)
(0.411808+0.560168j)
(0.630694+0.291323j)
(0.692548-0.0491743j)
(0.582614-0.376768j)
(0.328441-0.611009j)
(-0.00701252-0.69372j)
(-0.340894-0.604475j)
(-0.590426-0.365335j)
(-0.69392-0.0346518j)
(-0.624478+0.305062j)
(-0.399207+0.569014j)
(-0.0743773+0.690959j)
(0.268688+0.640588j)
(0.544259+0.430699j)
(0.683958+0.114419j)
(0.653694-0.229708j)
(0.461775-0.516245j)
(0.155567-0.674826j)
(-0.189157-0.66642j)
(-0.487438-0.492717j)
(-0.665135-0.196286j)
(-0.677632+0.149531j)
(-0.521075+0.458511j)
(-0.234409+0.653206j)
(0.110454+0.684833j)
(0.427368+0.545854j)
(0.637183+0.271399j)
(0.688409-0.0697463j)
(0.569024-0.392747j)
(0.309077-0.618093j)
(-0.0273034-0.690557j)
(-0.357008-0.59201j)
(-0.598786-0.346442j)
(-0.692096-0.0143925j)
(-0.613096+0.322089j)
(-0.381069+0.578441j)
(-0.0537667+0.690687j)
(0.28662+0.63034j)
(0.555066+0.413009j)
(0.684755+0.0935817j)
(0.644328-0.248324j)
(0.444404-0.527908j)
(0.134677-0.676323j)
(-0.208005-0.65725j)
(-0.499403-0.475647j)
(-0.667269-0.175803j)
(-0.669591+0.168291j)
(-0.505149+0.470841j)
(-0.214709+0.656345j)
(0.129156+0.678225j)
(0.440585+0.531093j)
(0.641766+0.252035j)
(0.683139-0.0890669j)
(0.554959-0.407322j)
(0.289438-0.624206j)
(-0.0472717-0.686274j)
(-0.372441-0.578282j)
(-0.605242-0.327159j)
(-0.68822+0.00568368j)
(-0.600214+0.337327j)
(-0.362546+0.585602j)
(-0.0345129+0.687755j)
(0.302106+0.618484j)
(0.562974+0.395299j)
(0.683281+0.0741438j)
(0.633733-0.264644j)
(0.427209-0.537162j)
(0.114948-0.676425j)
(-0.225363-0.64803j)
(-0.510399-0.458912j)
(-0.668831-0.155845j)
(-0.661246+0.186963j)
(-0.488853+0.483417j)
(-0.193728+0.659715j)
(0.149187+0.671185j)
(0.455088+0.514913j)
(0.646707+0.231022j)
(0.677121-0.110196j)
(0.539701-0.42291j)
(0.268453-0.630523j)
(-0.0687947-0.681879j)
(-0.38923-0.564268j)
(-0.613646-0.306581j)
(-0.685895+0.0278713j)
(-0.587352+0.356074j)
(-0.342127+0.59577j)
(-0.011242+0.68663j)
(0.321926+0.605891j)
(0.573933+0.374374j)
(0.682433+0.050726j)
(0.621463-0.284318j)
(0.407166-0.547909j)
(0.0928764-0.675765j)
(-0.243911-0.636839j)
(-0.520549-0.441204j)
(-0.669481-0.135405j)
(-0.652413+0.204626j)
(-0.472924+0.494747j)
(-0.175039+0.66201j)
(0.166889+0.664182j)
(0.467097+0.500536j)
(0.650344+0.212268j)
(0.671204-0.128024j)
(0.525681-0.435577j)
(0.250387-0.634422j)
(-0.0862272-0.676283j)
(-0.401324-0.551091j)
(-0.617546-0.289538j)
(-0.681132+0.0442307j)
(-0.575721+0.367837j)
(-0.326672+0.600495j)
(0.00424626+0.683804j)
(0.334238+0.596475j)
(0.580686+0.360542j)
(0.682143+0.035198j)
(0.613955-0.298176j)
(0.393583-0.557116j)
(0.0761214-0.677669j)
(-0.260084-0.630303j)
(-0.531801-0.426773j)
(-0.672129-0.117228j)
(-0.645468+0.221918j)
(-0.458194+0.506492j)
(-0.156272+0.664916j)
(0.184486+0.657784j)
(0.479139+0.48634j)
(0.65411+0.194252j)
(0.66578-0.145805j)
(0.512332-0.44862j)
(0.231987-0.639555j)
(-0.105154-0.671968j)
(-0.416334-0.53781j)
(-0.62428-0.270241j)
(-0.677344+0.0647455j)
(-0.561871+0.384005j)
(-0.306415+0.607653j)
(0.025632+0.679914j)
(0.350864+0.582726j)
(0.588138+0.340109j)
(0.678541+0.0139226j)
(0.600273-0.314976j)
(0.373721-0.564863j)
(0.0549754-0.674682j)
(-0.276888-0.617594j)
(-0.540168-0.407615j)
(-0.670076-0.096767j)
(-0.633883+0.238628j)
(-0.440283+0.515308j)
(-0.136846+0.663999j)
(0.200912+0.647626j)
(0.488703+0.469928j)
(0.654829+0.175355j)
(0.657833-0.162484j)
(0.497576-0.459743j)
(0.213922-0.642563j)
(-0.12283-0.665956j)
(-0.428862-0.524233j)
(-0.628908-0.2522j)
(-0.672725+0.0825812j)
(-0.549298+0.39742j)
(-0.288949+0.613365j)
(0.0435559+0.676438j)
(0.364803+0.571191j)
(0.594978+0.323679j)
(0.676848-0.0036734j)
(0.59047-0.329728j)
(0.358147-0.573434j)
(0.0371465-0.67491j)
(-0.293017-0.609203j)
(-0.550692-0.392243j)
(-0.672137-0.0777462j)
(-0.626378+0.256656j)
(-0.424523+0.527558j)
(-0.116594+0.666742j)
(0.220487+0.639804j)
(0.501934+0.452989j)
(0.657724+0.153845j)
(0.649502-0.182598j)
(0.480146-0.472969j)
(0.192462-0.645297j)
(-0.142577-0.657835j)
(-0.441985-0.507588j)
(-0.63218-0.231371j)
(-0.665711+0.102372j)
(-0.533541+0.411301j)
(-0.26865+0.617993j)
(0.0635046+0.67073j)
(0.379515+0.556369j)
(0.6007+0.303486j)
(0.672096-0.0242677j)
(0.576445-0.345437j)
(0.338332-0.580334j)
(0.0164658-0.671035j)
(-0.309102-0.595813j)
(-0.558096-0.373214j)
(-0.669362-0.0573275j)
(-0.614089+0.273001j)
(-0.406063+0.535848j)
(-0.096529+0.66548j)
(0.237089+0.629361j)
(0.511543+0.4364j)
(0.658485+0.134989j)
(0.641516-0.199721j)
(0.465294-0.48448j)
(0.173672-0.648809j)
(-0.160956-0.652109j)
(-0.455786-0.493652j)
(-0.637732-0.212172j)
(-0.661243+0.122348j)
(-0.519888+0.426896j)
(-0.248765+0.625018j)
(0.0844142+0.667105j)
(0.396114+0.543094j)
(0.608775+0.283944j)
(0.669795-0.0453144j)
(0.564195-0.362706j)
(0.319087-0.589882j)
(-0.00511257-0.670518j)
(-0.328242-0.584831j)
(-0.569818-0.353738j)
(-0.670024-0.0344398j)
(-0.603144+0.293453j)
(-0.38601+0.548578j)
(-0.0727507+0.666457j)
(0.25837+0.618255j)
(0.524362+0.416208j)
(0.659646+0.111105j)
(0.630844-0.220879j)
(0.445713-0.497523j)
(0.150646-0.65054j)
(-0.181594-0.642385j)
(-0.46869-0.475324j)
(-0.639955-0.190216j)
(-0.652574+0.142136j)
(-0.502969+0.439563j)
(-0.228424+0.627754j)
(0.103102+0.659908j)
(0.408946+0.528039j)
(0.612694+0.265073j)
(0.664439-0.063396j)
(0.551174-0.375778j)
(0.30167-0.594887j)
(-0.0226499-0.666429j)
(-0.341361-0.573026j)
(-0.57558-0.337465j)
(-0.667444-0.0177945j)
(-0.593455+0.306494j)
(-0.371799+0.555291j)
(-0.0574974+0.665868j)
(0.271317+0.610946j)
(0.5326+0.404103j)
(0.661566+0.0965034j)
(0.625955-0.234686j)
(0.434771-0.507647j)
(0.135814-0.654386j)
(-0.196957-0.638538j)
(-0.480813-0.464136j)
(-0.645171-0.17419j)
(-0.649196+0.159099j)
(-0.491383+0.452882j)
(-0.21163+0.633898j)
(0.120848+0.657038j)
(0.423172+0.516722j)
(0.619752+0.247875j)
(0.662184-0.0822769j)
(0.539901-0.391371j)
(0.28378-0.603172j)
(-0.0424319-0.664902j)
(-0.358073-0.561919j)
(-0.584661-0.319393j)
(-0.666231+0.00273624j)
(-0.581931+0.324088j)
(-0.353085+0.564767j)
(-0.0365911+0.664929j)
(0.289114+0.59956j)
(0.542386+0.385248j)
(0.660617+0.0753537j)
(0.614737-0.252572j)
(0.416294-0.517451j)
(0.115194-0.653797j)
(-0.214439-0.628045j)
(-0.490906-0.446867j)
(-0.645671-0.154665j)
(-0.640518+0.176191j)
(-0.476088+0.463496j)
(-0.193156+0.636204j)
(0.138135+0.650565j)
(0.435571+0.503025j)
(0.624012+0.23008j)
(0.657397-0.100022j)
(0.527295-0.404741j)
(0.26624-0.609103j)
(-0.0605332-0.661929j)
(-0.372699-0.550583j)
(-0.59225-0.302173j)
(-0.664436+0.0211536j)
(-0.571908+0.33937j)
(-0.336833+0.573599j)
(-0.0180352+0.664913j)
(0.305526+0.590627j)
(0.552596+0.369907j)
(0.662336+0.0570989j)
(0.607508-0.269475j)
(0.401664-0.528898j)
(0.0966684-0.65711j)
(-0.232428-0.622115j)
(-0.503821-0.432755j)
(-0.650136-0.135746j)
(-0.635186+0.195141j)
(-0.461991+0.477592j)
(-0.173717+0.641158j)
(0.157407+0.645004j)
(0.449384+0.488561j)
(0.629054+0.210787j)
(0.65234-0.119107j)
(0.513674-0.41881j)
(0.24777-0.614622j)
(-0.0793262-0.657866j)
(-0.386941-0.537856j)
(-0.598388-0.284504j)
(-0.661479+0.0399739j)
(-0.560201+0.354419j)
(-0.319271+0.580864j)
(0.000779999+0.662737j)
(0.320678+0.579616j)
(0.560654+0.352737j)
(0.661046+0.0382994j)
(0.597551-0.285335j)
(0.38552-0.538215j)
(0.0779828-0.657815j)
(-0.249265-0.613754j)
(-0.514798-0.417334j)
(-0.652463-0.116884j)
(-0.627874+0.212848j)
(-0.447006+0.489671j)
(-0.154819+0.644676j)
(0.175781+0.639135j)
(0.462471+0.474704j)
(0.633954+0.19243j)
(0.648037-0.137512j)
(0.501326-0.433189j)
(0.230113-0.621698j)
(-0.0985945-0.655657j)
(-0.403159-0.526521j)
(-0.607585-0.266269j)
(-0.660556+0.0606396j)
(-0.548866+0.372096j)
(-0.300492+0.590493j)
(0.0220196+0.661903j)
(0.338577+0.568426j)
(0.570656+0.334454j)
(0.660804+0.0175639j)
(0.587247-0.303239j)
(0.368093-0.548733j)
(0.0576194-0.658545j)
(-0.267545-0.604663j)
(-0.526538-0.400495j)
(-0.65456-0.0962682j)
(-0.619327+0.232156j)
(-0.429667+0.502068j)
(-0.13349+0.646803j)
(0.19497+0.630166j)
(0.474435+0.457311j)
(0.635411+0.171791j)
(0.639076-0.155633j)
(0.484831-0.443993j)
(0.21091-0.622874j)
(-0.115426-0.647806j)
(-0.413954-0.512124j)
(-0.610188-0.24893j)
(-0.654896+0.0768233j)
(-0.536634+0.383728j)
(-0.283965+0.595374j)
(0.0392562+0.658223j)
(0.352219+0.557055j)
(0.577006+0.317569j)
(0.658062-0.000400394j)
(0.575844-0.317581j)
(0.351004-0.555965j)
(0.0393858-0.656456j)
(-0.282357-0.594167j)
(-0.53427-0.384103j)
(-0.65363-0.0781256j)
(-0.610181+0.247601j)
(-0.414726+0.511795j)
(-0.115522+0.648408j)
(0.212217+0.623261j)
(0.4868+0.442917j)
(0.639865+0.152566j)
(0.633622-0.175232j)
(0.470143-0.459064j)
(0.190083-0.628777j)
(-0.137052-0.642372j)
(-0.4302-0.496413j)
