(-0.460804+0.597474j)
(-0.497754-0.550912j)
(-0.702181-0.240905j)
(-0.730601+0.12931j)
(-0.576373+0.466754j)
(-0.278145+0.687018j)
(0.0888602+0.7355j)
(0.433283+0.600562j)
(0.669617+0.315781j)
(0.738746-0.0476325j)
(0.623537-0.399108j)
(0.352686-0.651041j)
(-0.00664422-0.740722j)
(-0.36461-0.64497j)
(-0.63143-0.387684j)
(-0.740202-0.0332155j)
(-0.663637+0.329451j)
(-0.42103+0.608755j)
(-0.0735681+0.7362j)
(0.291894+0.679493j)
(0.583981+0.453414j)
(0.730358+0.114288j)
(0.694577-0.253355j)
(0.485272-0.558042j)
(0.154581-0.723388j)
(-0.215079-0.707976j)
(-0.531088-0.515164j)
(-0.71405-0.193249j)
(-0.718081+0.176764j)
(-0.542342+0.502253j)
(-0.231307+0.701646j)
(0.13706+0.725547j)
(0.470662+0.568321j)
(0.686526+0.269619j)
(0.731329-0.0960345j)
(0.593663-0.437921j)
(0.307777-0.670788j)
(-0.055387-0.736207j)
(-0.405049-0.617374j)
(-0.653434-0.344005j)
(-0.738149+0.0156521j)
(-0.637965+0.37107j)
(-0.378239+0.633354j)
(-0.0242949+0.736942j)
(0.33516+0.656384j)
(0.610628+0.412159j)
(0.733723+0.0653782j)
(0.67375-0.297786j)
(0.445634-0.586659j)
(0.106068-0.729108j)
(-0.260267-0.689713j)
(-0.561901-0.477489j)
(-0.722863-0.145542j)
(-0.70258+0.222949j)
(-0.506527+0.53526j)
(-0.18401+0.71336j)
(0.184144+0.712885j)
(0.505818+0.534491j)
(0.701142+0.222929j)
(0.721366-0.144092j)
(0.561667-0.475245j)
(0.26155-0.687915j)
(-0.104275-0.728751j)
(-0.444336-0.587194j)
(-0.673205-0.298469j)
(-0.733544+0.0649792j)
(-0.609978+0.412156j)
(-0.334166+0.655558j)
(0.0250708+0.735045j)
(0.377556+0.630738j)
(0.635534+0.369232j)
(0.734669+0.0157247j)
(0.650539-0.341758j)
(0.404049-0.614027j)
(0.0563866-0.733111j)
(-0.305652-0.668825j)
(-0.591462-0.437047j)
(-0.729142-0.0957302j)
(-0.684008+0.269337j)
(-0.467762+0.566578j)
(-0.134923+0.721785j)
(0.231198+0.696492j)
(0.538999+0.497426j)
(0.712095+0.174496j)
(0.707645-0.191626j)
(0.526685-0.510157j)
(0.214188-0.701422j)
(-0.152254-0.71761j)
(-0.480869-0.554309j)
(-0.689244-0.251968j)
(-0.725014+0.113468j)
(-0.579103+0.450335j)
(-0.288436+0.674127j)
(0.0739179+0.728967j)
(0.417269+0.602043j)
(0.656129+0.325055j)
(0.7315-0.0328138j)
(0.624505-0.382542j)
(0.361605-0.63721j)
(0.00812057-0.732863j)
(-0.347958-0.645396j)
(-0.617223-0.396327j)
(-0.732188-0.0474313j)
(-0.663415+0.313325j)
(-0.428374+0.595346j)
(-0.0863718+0.728072j)
(0.2768+0.678388j)
(0.570405+0.459383j)
(0.721269+0.125903j)
(0.692113-0.238862j)
(0.490191-0.544091j)
(0.165628-0.713666j)
(-0.200797-0.704749j)
(-0.517134-0.519385j)
(-0.704141-0.203742j)
(-0.7146+0.163065j)
(-0.545681+0.48933j)
(-0.24058+0.691824j)
(0.124555+0.721285j)
(0.457921+0.570357j)
(0.676201+0.277369j)
(0.725668-0.0843844j)
(0.594096-0.424708j)
(0.314364-0.659169j)
(-0.0437906-0.729024j)
(-0.391449-0.616788j)
(-0.641253-0.350136j)
(-0.730604+0.00443354j)
(-0.636959+0.357742j)
(-0.383738+0.621375j)
(-0.0347358+0.728952j)
(0.322397+0.653993j)
(0.598263+0.41609j)
(0.724409+0.0746381j)
(0.669888-0.284968j)
(0.44831-0.573416j)
(0.114856-0.718756j)
(-0.247366-0.684522j)
(-0.547938-0.479295j)
(-0.711469-0.154051j)
(-0.697094+0.209874j)
(-0.508148+0.521141j)
(-0.192129+0.701904j)
(0.171698+0.706708j)
(0.492056+0.53506j)
(0.689005+0.229874j)
(0.714093-0.13209j)
(0.560948-0.460851j)
(0.267946-0.674901j)
(-0.0921354-0.720245j)
(-0.429498-0.585917j)
(-0.659572-0.304689j)
(-0.72476+0.0529733j)
(-0.608272+0.397232j)
(-0.339448+0.641971j)
(0.0139158+0.725554j)
(0.363342+0.627879j)
(0.621483+0.373534j)
(0.724329+0.0261169j)
(0.646509-0.327359j)
(0.407506-0.599428j)
(0.0668107-0.721975j)
(-0.291081-0.664298j)
(-0.576392-0.440394j)
(-0.717775-0.106027j)
(-0.679467+0.254971j)
(-0.470785+0.552093j)
(-0.14451+0.710806j)
(0.217765+0.691389j)
(0.525146+0.499494j)
(0.700941+0.182807j)
(0.702096-0.17918j)
(0.527664-0.496334j)
(0.22166-0.690131j)
(-0.140229-0.711223j)
(-0.467691-0.554583j)
(-0.677807-0.25854j)
(-0.718222+0.102689j)
(-0.578304+0.437691j)
(-0.293368+0.66288j)
(0.0643135+0.721534j)
(0.4055+0.599505j)
(0.64425+0.328321j)
(0.722168-0.0244992j)
(0.620255-0.370431j)
(0.36361-0.624214j)
(0.016409-0.722365j)
(-0.335419-0.640141j)
(-0.603729-0.397901j)
(-0.721039-0.0555886j)
(-0.657804+0.300887j)
(-0.429402+0.581694j)
(-0.0938255+0.716575j)
(0.264635+0.671826j)
(0.556524+0.459582j)
(0.708905+0.132968j)
(0.684556-0.226422j)
(0.489506-0.52907j)
(0.172511-0.699975j)
(-0.187744-0.696208j)
(-0.501714-0.518497j)
(-0.690256-0.210653j)
(-0.705932+0.150278j)
(-0.54457+0.473437j)
(-0.246686+0.677849j)
(0.112457+0.712065j)
(0.442846+0.568166j)
(0.661987+0.282671j)
(0.715653-0.0727403j)
(0.591116-0.409583j)
(0.319418-0.644417j)
(-0.032064-0.718695j)
(-0.376188-0.6136j)
(-0.626615-0.354861j)
(-0.720249-0.00695517j)
(-0.633487+0.342868j)
(-0.388779+0.606173j)
(-0.045144+0.718232j)
(0.308164+0.649808j)
(0.583781+0.419334j)
(0.713147+0.0844551j)
(0.664655-0.270821j)
(0.450695-0.558351j)
(0.124597-0.706889j)
(-0.232942-0.679166j)
(-0.532722-0.481927j)
(-0.699804-0.163793j)
(-0.69188+0.195862j)
(-0.510314+0.506664j)
(-0.200829+0.690394j)
(0.158612+0.701017j)
(0.477984+0.536317j)
(0.677416+0.23778j)
(0.70752-0.119577j)
(0.561208-0.446845j)
(0.274877-0.662661j)
(-0.0799757-0.712974j)
(-0.415126-0.58537j)
(-0.64677-0.311254j)
(-0.716717+0.0409584j)
(-0.607076+0.383037j)
(-0.345474+0.628919j)
(0.00233625+0.717427j)
(0.349228+0.626262j)
(0.608347+0.378817j)
(0.715249+0.0371329j)
(0.643971-0.313546j)
(0.412107-0.586046j)
(0.0771425-0.712496j)
(-0.27738-0.660993j)
(-0.562976-0.444192j)
(-0.707907-0.115965j)
(-0.675539+0.241784j)
(-0.473747+0.538677j)
(-0.153336+0.700524j)
(0.204892+0.686851j)
(0.51137+0.50134j)
(0.689699+0.191294j)
(0.695866-0.166066j)
(0.528957-0.481731j)
(0.229939-0.67748j)
(-0.126459-0.704479j)
(-0.451932-0.555418j)
(-0.664869-0.267409j)
(-0.711422+0.0882389j)
(-0.579754+0.422177j)
(-0.302285+0.650053j)
(0.0506304+0.714951j)
(0.390175+0.600359j)
(0.631615+0.336087j)
(0.714973-0.0115847j)
(0.619805-0.356067j)
(0.370287-0.611157j)
(0.0283016-0.7141j)
(-0.320835-0.638887j)
(-0.590488-0.403602j)
(-0.712427-0.0672845j)
(-0.655773+0.286608j)
(-0.434835+0.56836j)
(-0.104582+0.707474j)
(0.251073+0.669201j)
(0.543301+0.463198j)
(0.699277+0.142497j)
(0.680254-0.213435j)
(0.4922-0.515813j)
(0.181166-0.689398j)
(-0.17511-0.69129j)
(-0.487702-0.520264j)
(-0.67903-0.218942j)
(-0.700043+0.13732j)
(-0.545645+0.459507j)
(-0.254647+0.665907j)
(0.0998264+0.705541j)
(0.428364+0.568556j)
(0.649394+0.289972j)
(0.708197-0.0598866j)
(0.590825-0.3947j)
(0.326724-0.631092j)
(-0.0191628-0.710615j)
(-0.360645-0.613131j)
(-0.612861-0.36218j)
(-0.712153-0.0201537j)
(-0.633007+0.327616j)
(-0.394934+0.593554j)
(-0.0576451+0.710403j)
(0.293619+0.649128j)
(0.570884+0.425608j)
(0.705121+0.0961597j)
(0.663324-0.256961j)
(0.456234-0.545857j)
(0.135345-0.698595j)
(-0.219549-0.677364j)
(-0.520292-0.486595j)
(-0.691227-0.173824j)
(-0.688946+0.183245j)
(-0.513728+0.494401j)
(-0.209598+0.681211j)
(0.146558+0.6968j)
(0.465329+0.538101j)
(0.667132+0.245397j)
(0.701937-0.107977j)
(0.561965-0.433808j)
(0.28208-0.651332j)
(-0.0681768-0.706801j)
(-0.401783-0.585787j)
(-0.635727-0.318339j)
(-0.710544+0.0294576j)
(-0.607419+0.370411j)
(-0.351524+0.618316j)
(-0.00756221+0.711052j)
(0.337489+0.62527j)
(0.597608+0.383455j)
(0.707733+0.0462888j)
(0.641347-0.301806j)
(0.415345-0.574084j)
(0.0858846-0.703568j)
(-0.264929-0.657669j)
(-0.550515-0.447519j)
(-0.698712-0.125035j)
(-0.671874+0.229595j)
(-0.476689+0.526618j)
(-0.161427+0.691618j)
(0.193643+0.682786j)
(0.499783+0.502976j)
(0.680138+0.198004j)
(0.690283-0.155796j)
(0.528813-0.469873j)
(0.235495-0.666762j)
(-0.116284-0.697733j)
(-0.439664-0.554441j)
(-0.6535-0.272601j)
(-0.703946+0.0780943j)
(-0.578036+0.409641j)
(-0.306873+0.638294j)
(0.0408662+0.706805j)
(0.377737+0.598021j)
(0.619546+0.340086j)
(0.706152-0.00201741j)
(0.616753-0.343121j)
(0.374152-0.598387j)
(0.0381761-0.704778j)
(-0.307516-0.635557j)
(-0.577114-0.407514j)
(-0.702784-0.0770976j)
(-0.65238+0.273315j)
(-0.438075+0.555441j)
(-0.113903+0.697768j)
(0.238399+0.664962j)
(0.530151+0.465901j)
(0.688832+0.150923j)
(0.675502-0.200765j)
(0.493965-0.502224j)
(0.189675-0.678366j)
(-0.162194-0.685577j)
(-0.473837-0.521959j)
(-0.667782-0.227429j)
(-0.694829+0.124561j)
(-0.547433+0.445948j)
(-0.262551+0.65542j)
(0.0882181+0.700019j)
(0.416022+0.569319j)
(0.639149+0.296419j)
(0.702128-0.0497036j)
(0.590091-0.382567j)
(0.331641-0.620007j)
(-0.0093187-0.703112j)
(-0.34846-0.611163j)
(-0.60107-0.366366j)
(-0.704044-0.029505j)
(-0.630549+0.315466j)
(-0.398473+0.581662j)
(-0.0664707+0.701551j)
(0.281821+0.645455j)
(0.558562+0.42797j)
(0.695258+0.104009j)
(0.658299-0.244807j)
(0.457602-0.532493j)
(0.143359-0.687414j)
(-0.20705-0.67126j)
(-0.506167-0.487689j)
(-0.679584-0.181679j)
(-0.683068+0.170485j)
(-0.514906+0.480473j)
(-0.217376+0.669762j)
(0.134615+0.6908j)
(0.452057+0.538534j)
(0.655536+0.251931j)
(0.694854-0.0966046j)
(0.56125-0.420279j)
(0.288169-0.639139j)
(-0.0566171-0.698728j)
(-0.387697-0.584446j)
(-0.62246-0.324043j)
(-0.701993+0.0180114j)
(-0.605554+0.356155j)
(-0.356811+0.605164j)
(-0.01803+0.702049j)
(0.323616+0.6227j)
(0.584045+0.387825j)
(0.698039+0.0566656j)
(0.637814-0.287582j)
(0.419167-0.559815j)
(0.0965377-0.692742j)
(-0.250453-0.653416j)
(-0.535668-0.451149j)
(-0.687742-0.135501j)
(-0.667714+0.214809j)
(-0.479972+0.511644j)
(-0.17162+0.680181j)
(0.179612+0.677611j)
(0.48505+0.505415j)
(0.668459+0.207199j)
(0.684471-0.141885j)
(0.530045-0.454663j)
(0.244319-0.654098j)
(-0.102349-0.690828j)
(-0.423879-0.555658j)
(-0.640222-0.2813j)
(-0.696895+0.0640986j)
(-0.578634+0.394267j)
(-0.31502+0.625617j)
(0.0279676+0.69964j)
(0.363168+0.597934j)
(0.606501+0.346723j)
(0.697776+0.00977345j)
(0.614906-0.328523j)
(0.379413-0.58454j)
(0.0499907-0.694983j)
(-0.292373-0.632815j)
(-0.562293-0.412756j)
(-0.692581-0.0890784j)
(-0.649594+0.257621j)
(-0.443527+0.540639j)
(-0.125723+0.687826j)
(0.223543+0.662235j)
(0.51599+0.470586j)
(0.678697+0.161632j)
(0.671504-0.186723j)
(0.496975-0.487843j)
(0.199139-0.667038j)
(-0.148215-0.68028j)
(-0.458872-0.524108j)
(-0.655551-0.236619j)
(-0.688429+0.110575j)
(-0.548906+0.430642j)
(-0.27138+0.642922j)
(0.074296+0.693537j)
(0.400836+0.570018j)
(0.626111+0.304157j)
(0.694326-0.0369137j)
(0.589405-0.367827j)
(0.33807-0.606629j)
(0.00274499-0.694403j)
(-0.33351-0.609321j)
(-0.587064-0.372079j)
(-0.694384-0.041356j)
(-0.627867+0.300374j)
(-0.403698+0.567182j)
(-0.0778631+0.691561j)
(0.267132+0.642167j)
(0.544327+0.431742j)
(0.684503+0.114079j)
(0.653642-0.231007j)
(0.460092-0.517971j)
(0.152471-0.675535j)
(-0.193154-0.665114j)
(-0.490852-0.489074j)
(-0.666778-0.190365j)
(-0.676315+0.156447j)
(-0.515974+0.465106j)
(-0.225874+0.657183j)
(0.121373+0.684014j)
(0.437481+0.538806j)
(0.642975+0.258684j)
(0.687195-0.0846599j)
(0.559916-0.406005j)
(0.293836-0.625435j)
(-0.0448704-0.689269j)
(-0.3725-0.582207j)
(-0.607986-0.329894j)
(-0.692404+0.00537645j)
(-0.603672+0.340203j)
(-0.363436+0.590598j)
(-0.0315633+0.692869j)
(0.308316+0.621101j)
(0.57021+0.393534j)
(0.688901+0.0680721j)
(0.63524-0.273446j)
(0.423474-0.546182j)
(0.106796-0.68249j)
(-0.236384-0.649202j)
(-0.520988-0.454275j)
(-0.676255-0.145629j)
(-0.66274+0.19998j)
(-0.483141+0.496466j)
(-0.18205+0.668497j)
(0.165305+0.672757j)
(0.4702+0.508205j)
(0.656944+0.216447j)
(0.678962-0.128464j)
(0.531595-0.440372j)
(0.252418-0.642124j)
(-0.089509-0.684109j)
(-0.409293-0.555959j)
(-0.627491-0.288805j)
(-0.689472+0.0511442j)
(-0.578664+0.379101j)
(-0.32242+0.612565j)
(0.0151186+0.69202j)
(0.348716+0.597757j)
(0.594111+0.353516j)
(0.690307+0.0213389j)
(0.613742-0.314797j)
(0.384593-0.572027j)
(0.06034-0.686358j)
(-0.279268-0.630147j)
(-0.549379-0.416855j)
(-0.683155-0.098864j)
(-0.646098+0.244405j)
(-0.446695+0.527405j)
(-0.135063+0.6779j)
(0.210881+0.658j)
(0.503052+0.473205j)
(0.668739+0.169886j)
(0.666712-0.17465j)
(0.498442-0.474948j)
(0.206929-0.656402j)
(-0.136112-0.674451j)
(-0.445374-0.52503j)
(-0.644015-0.244061j)
(-0.682348+0.0982954j)
(-0.549486+0.416807j)
(-0.278853+0.631362j)
(0.0621769+0.68714j)
(0.387352+0.570755j)
(0.61473+0.31143j)
(0.688143-0.0252953j)
(0.589503-0.354625j)
(0.344218-0.595322j)
(0.013581-0.687244j)
(-0.320575-0.60825j)
(-0.574838-0.377631j)
(-0.686315-0.0520346j)
(-0.625945+0.286984j)
(-0.408486+0.554734j)
(-0.0885349+0.68322j)
(0.253919+0.640271j)
(0.531943+0.436882j)
(0.676337+0.124367j)
(0.651588-0.218196j)
(0.464249-0.505932j)
(0.161729-0.667252j)
(-0.181099-0.662208j)
(-0.479091-0.492371j)
(-0.657669-0.198913j)
(-0.672191+0.144623j)
(-0.518128+0.452401j)
(-0.233921+0.64697j)
(0.109039+0.678851j)
(0.424233+0.540578j)
(0.632168+0.267259j)
(0.681923-0.0719605j)
(0.561527-0.392246j)
(0.301797-0.614599j)
(-0.0327047-0.683727j)
(-0.359424-0.582972j)
(-0.596874-0.336783j)
(-0.68599-0.00565966j)
(-0.603372+0.327479j)
(-0.369162+0.579343j)
(-0.0420471+0.685755j)
(0.295724+0.619918j)
(0.558536+0.398697j)
(0.680912+0.0780852j)
(0.633274-0.260948j)
(0.427771-0.534257j)
(0.116238-0.674428j)
(-0.224364-0.64636j)
(-0.509197-0.457513j)
(-0.667305-0.154143j)
(-0.659144+0.188532j)
(-0.485467+0.484546j)
(-0.189738+0.659295j)
(0.153547+0.668393j)
(0.458287+0.509919j)
(0.647355+0.223903j)
(0.674279-0.117483j)
(0.532811-0.428518j)
(0.258785-0.632525j)
(-0.079205-0.678608j)
(-0.397667-0.5559j)
(-0.617136-0.294464j)
(-0.683003+0.0412558j)
(-0.57781+0.367013j)
(-0.327647+0.601483j)
(0.00482731+0.684998j)
(0.336166+0.596377j)
(0.58264+0.358596j)
(0.682771+0.0314738j)
(0.612367-0.302481j)
(0.38929-0.560431j)
(0.0698472-0.678537j)
(-0.266652-0.627589j)
(-0.536859-0.420741j)
(-0.673774-0.108526j)
(-0.642694+0.231331j)
(-0.450542+0.513874j)
(-0.145172+0.668254j)
(0.19687+0.654985j)
(0.489616+0.477487j)
(0.659349+0.180424j)
(0.663894-0.161543j)
(0.502473-0.462364j)
(0.215778-0.647548j)
(-0.124296-0.670963j)
(-0.433594-0.527058j)
(-0.63465-0.251485j)
(-0.677351+0.0875199j)
(-0.550363+0.40462j)
(-0.285427+0.620659j)
(0.0509971+0.681106j)
(0.374542+0.570877j)
(0.603806+0.317843j)
(0.681664-0.0142393j)
(0.589463-0.342008j)
(0.350298-0.584112j)
(0.0240996-0.680555j)
(-0.308144-0.607279j)
(-0.563652-0.3827j)
(-0.678754-0.0621738j)
(-0.624254+0.274462j)
(-0.413244+0.542573j)
(-0.0985608+0.675045j)
(0.240622+0.638211j)
(0.519477+0.441469j)
(0.667686+0.134681j)
(0.649021-0.205154j)
(0.468612-0.493121j)
(0.171621-0.658235j)
(-0.168032-0.659211j)
(-0.465995-0.495956j)
(-0.648051-0.208787j)
(-0.668383+0.131249j)
(-0.521337+0.438878j)
(-0.243467+0.636569j)
(0.0953456+0.674758j)
(0.410293+0.543763j)
(0.621993+0.276937j)
(0.677879-0.058802j)
(0.564502-0.379207j)
(0.310372-0.604749j)
(-0.0208188-0.679351j)
(-0.346914-0.584582j)
(-0.586692-0.34386j)
(-0.680141-0.0169423j)
(-0.603421+0.314709j)
(-0.375552+0.567913j)
(-0.0533332+0.678806j)
(0.282194+0.619312j)
(0.546456+0.404712j)
(0.673588+0.0894052j)
(0.63216-0.247665j)
(0.433225-0.522129j)
(0.126746-0.666163j)
(-0.211004-0.64427j)
(-0.496278-0.461868j)
(-0.65812-0.164365j)
(-0.655856+0.174827j)
(-0.489542+0.470792j)
(-0.200243+0.649261j)
(0.139584+0.665068j)
(0.444393+0.513937j)
(0.637578+0.234129j)
(0.670757-0.103935j)
(0.536341-0.415464j)
(0.268148-0.622888j)
(-0.0666977-0.674663j)
(-0.384727-0.558191j)
(-0.606958-0.302379j)
(-0.677672+0.0292416j)
(-0.578823+0.353947j)
(-0.334896+0.59006j)
(-0.00704195+0.678401j)
(0.322421+0.596536j)
(0.570824+0.365341j)
(0.675966+0.0430832j)
(0.612035-0.28921j)
(0.395539-0.548833j)
(0.0808046-0.671338j)
(-0.254004-0.62656j)
(-0.525379-0.425633j)
(-0.665896-0.118424j)
(-0.64039+0.218725j)
(-0.454558+0.501584j)
(-0.154695+0.659257j)
(0.184243+0.65176j)
(0.477501+0.480248j)
(0.649833+0.1895j)
(0.660044-0.148857j)
(0.505148-0.449598j)
(0.224564-0.637649j)
(-0.111845-0.666546j)
(-0.420437-0.52931j)
(-0.62425-0.2597j)
(-0.672171+0.0748741j)
(-0.552006+0.391172j)
(-0.293576+0.609661j)
(0.038567+0.675485j)
(0.360905+0.572106j)
(0.592684+0.325539j)
(0.675876-0.00218423j)
(0.5901-0.328782j)
(0.357055-0.57312j)
(0.0351334-0.674264j)
(-0.295464-0.607057j)
(-0.552465-0.388329j)
(-0.671534-0.0723839j)
(-0.622726+0.261997j)
(-0.417852+0.530905j)
(-0.108165+0.666879j)
(0.228491+0.635621j)
(0.507554+0.445192j)
(0.659164+0.143529j)
(0.645909-0.193395j)
(0.471458-0.481471j)
(0.179689-0.649303j)
(-0.156827-0.655164j)
(-0.454309-0.497536j)
(-0.638765-0.215623j)
(-0.663639+0.120775j)
(-0.522159+0.427199j)
(-0.249753+0.626674j)
(0.0853505+0.668948j)
(0.398691+0.543411j)
(0.611469+0.282145j)
(0.670991-0.0490934j)
(0.563008-0.367132j)
(0.314906-0.593191j)
(-0.010914-0.671256j)
(-0.334019-0.582383j)
(-0.574154-0.348567j)
(-0.671552-0.027329j)
(-0.601173+0.301271j)
(-0.380206+0.555007j)
(-0.0637415+0.670106j)
(0.268923+0.617057j)
(0.534216+0.409366j)
(0.665318+0.0990771j)
(0.629822-0.235322j)
(0.437002-0.510423j)
(0.135594-0.658027j)
(-0.199605-0.641463j)
(-0.485109-0.464859j)
(-0.64948-0.172105j)
(-0.651889+0.163911j)
(-0.491176+0.459089j)
(-0.207197+0.639693j)
(0.128593+0.659931j)
(0.432185+0.514767j)
(0.62703+0.240858j)
(0.664738-0.0929111j)
(0.536354-0.40268j)
(0.274371-0.611641j)
(-0.0555479-0.667902j)
(-0.37169-0.557619j)
(-0.595104-0.308344j)
(-0.670106+0.0181405j)
(-0.577774+0.340196j)
(-0.340879+0.577763j)
(-0.0184817+0.670907j)
(0.308847+0.595854j)
(0.558991+0.371693j)
(0.669085+0.054303j)
(0.611714-0.276615j)
(0.401025-0.538209j)
(0.0901358-0.664959j)
(-0.243096-0.625401j)
(-0.515568-0.429388j)
(-0.659002-0.125952j)
(-0.637377+0.209037j)
(-0.456374+0.491527j)
(-0.161107+0.650988j)
(0.174324+0.647344j)
(0.465923+0.481653j)
(0.640739+0.195756j)
(0.655253-0.138974j)
(0.505998-0.438833j)
(0.230164-0.628987j)
(-0.103108-0.661756j)
(-0.410734-0.528861j)
(-0.615534-0.263724j)
(-0.666089+0.0676207j)
(-0.549839+0.381771j)
(-0.295923+0.599932j)
(0.0317558+0.66783j)
(0.350912+0.568436j)
