(-0.0111192+0.00994158j)
(-0.00346068+0.0111512j)
(0.00390892+0.00838871j)
(0.00870493+0.00223947j)
(0.0100962-0.00571233j)
(0.00734738-0.013475j)
(0.00118405-0.0192575j)
(-0.00723268-0.0212153j)
(-0.0156655-0.0190836j)
(-0.0220819-0.0130943j)
(-0.0248979-0.00472933j)
(-0.0233014+0.00415826j)
(-0.0178232+0.0112972j)
(-0.0097284+0.0148734j)
(-0.000808313+0.0143769j)
(0.00672035+0.00951126j)
(0.011293+0.00148039j)
(0.0115312-0.00739653j)
(0.0074501-0.0154642j)
(6.42322e-05-0.0204284j)
(-0.00860859-0.021331j)
(-0.0163742-0.0178706j)
(-0.0215851-0.0113856j)
(-0.0232068-0.00293845j)
(-0.0207431+0.00519717j)
(-0.0143027+0.0108957j)
(-0.00614756+0.0126787j)
(0.0019024+0.0103863j)
(0.00790609+0.00452623j)
(0.0103328-0.00356524j)
(0.00852838-0.0118831j)
(0.00275704-0.01858j)
(-0.00542726-0.0216639j)
(-0.0142865-0.020438j)
(-0.0217102-0.0150535j)
(-0.0256429-0.00660962j)
(-0.0251053+0.00303376j)
(-0.0200546+0.011341j)
(-0.0117036+0.0162753j)
(-0.00169343+0.0169396j)
(0.00773549+0.0127519j)
(0.0141053+0.00471926j)
(0.0160262-0.00550482j)
(0.0131565-0.0152948j)
(0.00612289-0.0226899j)
(-0.00357197-0.0259483j)
(-0.0135135-0.0241319j)
(-0.0212698-0.0176242j)
(-0.0249203-0.00840005j)
(-0.0237986+0.00162235j)
(-0.0179146+0.00986379j)
(-0.00865808+0.0142738j)
(0.00153409+0.0136157j)
(0.0102696+0.00807045j)
(0.0156154-0.000892163j)
(0.0160052-0.0115731j)
(0.0113899-0.0212723j)
(0.00268373-0.0275487j)
(-0.00794935-0.0289322j)
(-0.0181325-0.0250294j)
(-0.0250525-0.0169557j)
(-0.0270115-0.00647932j)
(-0.0239464+0.003389j)
(-0.0160308+0.0107104j)
(-0.00563708+0.0131081j)
(0.00475603+0.0100049j)
(0.0122245+0.00223248j)
(0.0151877-0.00827099j)
(0.012515-0.0189209j)
(0.00504137-0.0273008j)
(-0.00589706-0.0311187j)
(-0.017052-0.0293038j)
(-0.0260422-0.0224313j)
(-0.0307152-0.0118126j)
(-0.0297756-0.000260502j)
(-0.0234747+0.00930098j)
(-0.0134644+0.0148938j)
(-0.00211096+0.0146798j)
(0.00766809+0.00925159j)
(0.0135027-0.000268996j)
(0.0138264-0.0114089j)
(0.00851768-0.0209462j)
(-0.000602127-0.0264248j)
(-0.0116002-0.0266786j)
(-0.0210378-0.0210644j)
(-0.0263787-0.011162j)
(-0.0259923+0.000150039j)
(-0.0199026+0.00970057j)
(-0.00988901+0.0151377j)
(0.00203639+0.015451j)
(0.0131411+0.00986165j)
(0.0203501-0.000460118j)
(0.0217362-0.0131047j)
(0.0168723-0.0248687j)
(0.00727031-0.032917j)
(-0.00493614-0.0355365j)
(-0.016578-0.0321042j)
(-0.0250411-0.0234183j)
(-0.0280542-0.0119884j)
(-0.0251912-0.000822841j)
(-0.0173628+0.00743923j)
(-0.00588512+0.0107841j)
(0.00584868+0.00793393j)
(0.0144159-8.48854e-05j)
(0.0181075-0.0116465j)
(0.0155276-0.0236366j)
(0.00749311-0.0329352j)
(-0.00398973-0.0373547j)
(-0.016291-0.0357851j)
(-0.026513-0.0282205j)
(-0.0317163-0.0165987j)
(-0.0308007-0.00405213j)
(-0.0237665+0.00659853j)
(-0.0125414+0.0125357j)
(0.000209779+0.0121129j)
(0.011236+0.00576629j)
(0.0178008-0.00520265j)
(0.0182413-0.0178471j)
(0.0128363-0.0291451j)
(0.00246528-0.0363733j)
(-0.0101218-0.0378526j)
(-0.0215869-0.0329929j)
(-0.0291842-0.0233713j)
(-0.0314124-0.0111266j)
(-0.0273514+0.000649125j)
(-0.0180979+0.00877739j)
(-0.00603443+0.0114081j)
(0.00599879+0.00807796j)
(0.0148769-0.000583291j)
(0.0187647-0.0123382j)
(0.0165388-0.024685j)
(0.00886091-0.0346337j)
(-0.0026024-0.0396571j)
(-0.015055-0.0385937j)
(-0.0254821-0.0318571j)
(-0.0315003-0.0211924j)
(-0.0318294-0.00881167j)
(-0.0262341+0.00177726j)
(-0.016248+0.00877046j)
(-0.00435942+0.0102507j)
(0.00693338+0.00593504j)
(0.0148266-0.00320826j)
(0.0173861-0.0148245j)
(0.0142245-0.0260568j)
(0.00623324-0.0345172j)
(-0.00470954-0.03789j)
(-0.0159544-0.0354958j)
(-0.0244827-0.0282022j)
(-0.0282218-0.0176764j)
(-0.0265604-0.00670207j)
(-0.0195887+0.00213149j)
(-0.0088616+0.00651412j)
(0.00272173+0.00507347j)
(0.0122806-0.00171743j)
(0.0177568-0.0123135j)
(0.0173199-0.0244104j)
(0.011454-0.0349118j)
(0.00126801-0.0416j)
(-0.010802-0.0427005j)
(-0.0218045-0.0382246j)
(-0.0294434-0.0291794j)
(-0.0316912-0.0176357j)
(-0.028245-0.00664833j)
(-0.0201833+0.00136585j)
(-0.0090856+0.0044017j)
(0.00185531+0.00150508j)
(0.0101099-0.00643148j)
(0.0132986-0.0174241j)
(0.0110002-0.028753j)
(0.00323473-0.0374692j)
(-0.00774842-0.0415317j)
(-0.0193938-0.0401516j)
(-0.0291104-0.0332453j)
(-0.0343541-0.0221928j)
(-0.0338294-0.0101077j)
(-0.0274589+0.000400052j)
(-0.0170211+0.00650533j)
(-0.00489142+0.00698449j)
(0.0058372+0.00144948j)
(0.0125293-0.00817228j)
(0.0138516-0.0199498j)
(0.00892484-0.0310799j)
(-0.000805288-0.038356j)
(-0.0129622-0.0398005j)
(-0.0242063-0.0349208j)
(-0.0320649-0.0255517j)
(-0.0342711-0.0130744j)
(-0.0299872-0.000833593j)
(-0.0203872+0.00798787j)
(-0.00748587+0.0115559j)
(0.00566113+0.00824586j)
(0.0159187-0.000909302j)
(0.0205444-0.0136337j)
(0.0185571-0.0272251j)
(0.0104638-0.0381329j)
(-0.00163001-0.0440272j)
(-0.0148078-0.0431085j)
(-0.0259506-0.0360334j)
(-0.032088-0.0249772j)
(-0.0322614-0.0121584j)
(-0.0260991-0.00117877j)
(-0.0154544+0.00541312j)
(-0.00312617+0.00579201j)
(0.00772583+0.000488352j)
(0.0143811-0.00944346j)
(0.0153378-0.021656j)
(0.0105738-0.0326488j)
(0.000499725-0.0397656j)
(-0.011775-0.0410518j)
(-0.0228716-0.0360479j)
(-0.0304421-0.0262608j)
(-0.0321716-0.0136383j)
(-0.0276925-0.00158307j)
(-0.0178968+0.0069627j)
(-0.00518256+0.00998229j)
(0.00785169+0.00664689j)
(0.0177627-0.00259079j)
(0.0220886-0.0152815j)
(0.0197996-0.028325j)
(0.0121369-0.03883j)
(0.000664472-0.0443705j)
(-0.0120414-0.0434094j)
(-0.0223593-0.0365791j)
(-0.0278753-0.0256904j)
(-0.0273402-0.013646j)
(-0.0209079-0.00336115j)
(-0.0102322+0.00224573j)
(0.00194484+0.00181499j)
(0.0124656-0.00448605j)
(0.0188555-0.0153675j)
(0.0190779-0.028168j)
(0.013346-0.0396863j)
(0.00274941-0.0472j)
(-0.0104653-0.0486337j)
(-0.0227685-0.043779j)
(-0.0312589-0.0335274j)
(-0.0340572-0.0205014j)
(-0.0303302-0.00784856j)
(-0.0210323+0.0016601j)
(-0.00847536+0.00553673j)
(0.00450897+0.00293716j)
(0.0145265-0.00519417j)
(0.0195538-0.0172292j)
(0.0181502-0.0297775j)
(0.0110942-0.0398949j)
(-0.000279933-0.0454817j)
(-0.0125356-0.044668j)
(-0.0228338-0.0380255j)
(-0.0285071-0.0271232j)
(-0.0280259-0.0149734j)
(-0.0214292-0.00428609j)
(-0.0101004+0.00191455j)
(0.00333521+0.00202125j)
(0.015082-0.00491997j)
(0.0224729-0.0168908j)
(0.0233678-0.0311997j)
(0.0173682-0.0446299j)
(0.00562415-0.0538825j)
(-0.00925013-0.056923j)
(-0.0242003-0.0525078j)
(-0.0355074-0.0414488j)
(-0.0402136-0.0266517j)
(-0.0374529-0.011349j)
(-0.0280859+0.000795104j)
(-0.0139349+0.00712127j)
(0.001333+0.00614564j)
(0.0140998-0.00194302j)
(0.0213488-0.0152179j)
(0.0214588-0.0299648j)
(0.014659-0.0429402j)
(0.00252873-0.0508008j)
(-0.0119715-0.0516553j)
(-0.0246237-0.045294j)
(-0.0326581-0.033825j)
(-0.0340486-0.0197713j)
(-0.0280148-0.00702356j)
(-0.0164776+0.000921794j)
(-0.00227246+0.00227103j)
(0.0106619-0.00358539j)
(0.01942-0.0152454j)
(0.0213174-0.0301525j)
(0.0157347-0.0440783j)
(0.00368512-0.0538334j)
(-0.0116941-0.0569902j)
(-0.0270764-0.0521497j)
(-0.0383627-0.040628j)
(-0.0427094-0.0248745j)
(-0.0393984-0.00870434j)
(-0.0288951+0.00388492j)
(-0.0136416+0.00992946j)
(0.00272986+0.00820401j)
(0.0159136-0.00111889j)
(0.0233194-0.0155588j)
(0.0226453-0.0317827j)
(0.0144082-0.0455218j)
(0.000788779-0.0533744j)
(-0.0148984-0.0534139j)
(-0.0288218-0.0459262j)
(-0.0373548-0.0325895j)
(-0.0382997-0.016604j)
(-0.0312146-0.00192727j)
(-0.0178561+0.00724874j)
(-0.00163296+0.00879228j)
(0.0135087+0.00267871j)
(0.0240049-0.0101658j)
(0.0267846-0.0265481j)
(0.0214831-0.0424623j)
(0.00958598-0.0538002j)
(-0.00642484-0.0582965j)
(-0.0224761-0.0546608j)
(-0.0348387-0.0439019j)
(-0.0404999-0.028539j)
(-0.0382402-0.012619j)
(-0.0290828+0.000116021j)
(-0.0152625+0.00698417j)
(-1.61829e-05+0.00630677j)
(0.0128814-0.00152336j)
(0.0201142-0.0138777j)
(0.020721-0.0280792j)
(0.0144001-0.0404733j)
(0.00311824-0.0480047j)
(-0.0100767-0.0493862j)
(-0.0221682-0.0440536j)
(-0.0296914-0.0334883j)
(-0.0310785-0.0207217j)
(-0.0257947-0.00912957j)
(-0.0156033-0.00179443j)
(-0.00304914-0.000276849j)
(0.00854921-0.00515523j)
(0.0162805-0.0154238j)
(0.0180442-0.0282004j)
(0.0132929-0.0402392j)
(0.00325909-0.0482871j)
(-0.00958514-0.0507766j)
(-0.0222574-0.0471036j)
(-0.0317051-0.0374233j)
(-0.0354438-0.0243743j)
(-0.0329005-0.0109739j)
(-0.0241833-0.000173569j)
(-0.0116601+0.00477664j)
(0.00168279+0.00332513j)
(0.0128594-0.00414323j)
(0.0190415-0.0158069j)
(0.0187437-0.0290627j)
(0.0121784-0.0403983j)
(0.00113279-0.0469014j)
(-0.0117312-0.0471096j)
